车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,5.78,2019-10,厦门,31.83,48.61,自动,国VI,2L,2023-09-18,2023-10,2023-9,2,258,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,3.1,2021-12,厦门,43.50,54.03,自动,国VI,2L,2023-11-26,2023-12,2023-12,1,258,L4,中大型车,95,前置后驱,奔驰
迈巴赫S级 2018款 S 450 4MATIC,2.85,2018-11,厦门,91.80,151.84,自动,欧V,3L,2023-11-06,2024-11,2023-11,2,367,V6,大型车,95,前置四驱,奔驰
奔驰G级 2020款 G 500 暗夜特别版,8.18,2020-06,厦门,176.59,201.77,自动,国VI,4L,2023-10-19,2024-6,2023-6,1,421,V8,中大型SUV,95,前置四驱,奔驰
奔驰CLA 2016款 CLA 200 时尚型,3.4,2017-04,厦门,13.80,31.04,自动,欧V,1.6L,2023-12-04,2024-04,2024-04,1,156,L4,紧凑型车,95,前置前驱,奔驰
Panamera 2021款 Panamera 行政加长版 2.9T,2.7,2021-11,厦门,107.58,123.53,自动,国VI,2.9L,2023-12-07,2023-11,2023-11,0,330,V6,大型车,95,前置后驱,保时捷
迈巴赫S级 2016款 S 400 4MATIC,4,2016-01,厦门,75.00,159.35,自动,欧V,3L,2023-12-03,2024-01,2024-01,0,333,V6,大型车,95,前置四驱,奔驰
奔驰GLE轿跑 2020款 GLE 450 4MATIC 轿跑SUV 时尚型,3.9,2021-01,厦门,61.80,94.09,自动,国VI,2.5L,2023-12-05,2025-01,2024-01,1,367,L6,中大型SUV,95,前置四驱,奔驰
宝马X3 2021款 改款 xDrive28i M运动套装,1.45,2021-08,厦门,32.45,46.22,自动,国VI,2L,2023-09-25,2025-8,2024-8,0,224,L4,中型SUV,95,前置四驱,宝马
阿斯顿・马丁DBX 2023款 4.0T V8 707,0.5,2023-01,厦门,388.00,352.56,自动,国VI,4L,2023-12-05,2025-1,2024-1,0,707,V8,中大型SUV,95,前置四驱,阿斯顿・马丁
奔驰S级 2020款 S 450 L 4MATIC 臻藏版,10,2021-01,厦门,76.88,130.45,自动,国VI,3L,2023-12-06,2025-01,2024-01,3,367,L6,大型车,95,前置四驱,奔驰
奔驰CLS 2021款 CLS 300 动感型,3.7,2021-05,厦门,45.80,69.23,自动,国VI,2L,2023-11-23,2025-05,2024-05,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLS 2021款 改款 GLS 450 4MATIC 时尚型,2.8,2021-08,厦门,94.80,126.35,自动,国VI,3L,2023-11-23,2025-08,2024-08,1,367,L6,大型SUV,95,前置四驱,奔驰
奔驰A级AMG 2019款 AMG A 35 L 4MATIC,4,2022-02,厦门,25.98,43.40,自动,国VI,2L,2023-11-24,2024-02,2024-02,0,306,L4,紧凑型车,95,前置四驱,奔驰
奔驰E级 2022款 E 300 L 豪华型,4.4,2022-01,厦门,42.83,54.15,自动,国VI,2L,2023-11-29,2024-01,2024-01,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰S级AMG 2015款 AMG S 63 4MATIC Coupe,6.3,2015-03,厦门,99.80,252.24,自动,欧V,5.5L,2023-11-08,2024-03,2024-03,1,585,V8,大型车,95,前置四驱,奔驰
奔驰E级 2022款 改款 E 300 L 豪华型,1.9,2022-03,厦门,45.60,53.70,自动,国VI,2L,2023-12-02,2024-03,2024-03,1,258,L4,中大型车,95,前置后驱,奔驰
迈巴赫S级 2021款 S 480 4MATIC,0.48,2023-05,厦门,146.80,159.35,自动,国VI,3L,2023-11-19,2025-05,2024-05,1,367,L6,大型车,95,前置四驱,奔驰
唯雅诺 2011款 2.5L 豪华版,17,2011-01,厦门,12.80,45.48,自动,欧IV,2.5L,2023-08-04,2024-01,2024-01,2,190,V6,,95,前置后驱,奔驰
奔驰S级 2014款 S 320 L 商务型,15,2015-08,厦门,39.98,101.82,自动,欧V,3L,2023-11-02,2024-08,2024-08,0,272,V6,大型车,95,前置后驱,奔驰
奔驰S级 2018款 S 450 L 4MATIC,5,2018-10,厦门,65.90,143.07,自动,欧V,3L,2023-11-19,2024-10,2024-10,1,367,V6,大型车,95,前置四驱,奔驰
迈巴赫S级 2018款 S 680,2,2018-04,厦门,203.00,313.57,自动,欧V,6L,2023-09-25,2024-04,2024-04,3,630,V12,大型车,95,前置后驱,奔驰
奔驰GLK级 2014款 GLK 260 4MATIC 动感型,14,2014-09,厦门,11.30,43.20,自动,欧V,2L,2023-07-17,2023-09,2023-09,0,211,L4,中型SUV,95,前置四驱,奔驰
AMG GT 2019款 AMG GT,2.1,2020-08,厦门,93.80,143.15,自动,国VI,4L,2023-09-26,2024-08,2024-08,0,476,V8,跑车,95,前置后驱,奔驰
奔驰E级 2020款 改款 E 300 L 殊享版,4,2020-07,厦门,33.80,54.25,自动,国VI,2L,2023-12-06,2024-07,2024-07,1,258,L4,中大型车,95,前置后驱,奔驰
迈巴赫S级 2022款 S 480 4MATIC 智臻特别版,1.9,2022-09,厦门,144.80,167.27,自动,国VI,3L,2023-11-17,2024-09,2024-09,1,367,L6,大型车,95,前置四驱,奔驰
迈巴赫S级 2020款 S 450 4MATIC,3,2020-06,厦门,99.80,151.84,自动,国VI,3L,2023-11-29,2024-06,2024-06,0,367,V6,大型车,95,前置四驱,奔驰
奔驰S级 2014款 S 400 L 豪华型,6,2014-03,厦门,40.80,155.01,自动,欧V,3L,2023-11-02,2024-03,2024-03,0,333,V6,大型车,95,前置后驱,奔驰
奔驰E级 2020款 E 300 L 运动时尚型,3.6,2020-04,厦门,33.78,50.56,自动,国VI,2L,2023-11-24,2024-04,2024-04,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2016款 GLC 300 4MATIC 动感型,6.2,2016-09,厦门,22.51,52.75,自动,欧V,2L,2023-11-29,2024-09,2024-09,1,245,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,3.62,2021-03,厦门,36.43,49.37,自动,国VI,2L,2023-12-04,2024-3,2023-9,0,258,L4,中型SUV,95,前置四驱,奔驰
奔驰E级(进口) 2021款 E 260 4MATIC 敞篷轿跑车,3.5,2022-06,厦门,56.50,71.29,自动,国VI,1.5L,2023-11-25,2024-06,2024-06,2,184,L4,中大型车,95,前置四驱,奔驰
奔驰CLS 2012款 CLS 350 CGI,11,2011-12,厦门,14.98,105.07,自动,欧V,3.5L,2023-09-15,2023-12,2023-12,2,306,V6,中大型车,95,前置后驱,奔驰
奔驰SLK级 2011款 SLK 200 时尚型,8.8,2012-03,厦门,12.68,63.83,自动,欧IV,1.8L,2023-11-20,2024-03,2024-03,4,184,L4,跑车,95,前置后驱,奔驰
奔驰CLS 2021款 CLS 300 动感型,3.8,2020-11,厦门,46.80,69.23,自动,国VI,2L,2023-11-22,2024-11,2023-11,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2023款 E 300 L 豪华型,0.9,2023-07,厦门,47.80,54.72,自动,国VI,2L,2023-11-26,2025-07,2024-07,1,258,L4,中大型车,95,前置后驱,奔驰
奥迪Q6 2023款 45 TFSI quattro 齐云型 飞骑套装,0.01,2023-09,厦门,45.71,55.97,自动,国VI,2L,2023-11-20,2025-09,2023-09,0,265,L4,中大型SUV,95,前置四驱,奥迪
奥迪A7L 2024款 45TFSI S-line 筑梦型 流晶套装,0.01,2023-11,厦门,36.50,45.45,自动,国VI,2L,2023-12-06,2025-11,2024-11,0,245,L4,中大型车,95,前置前驱,奥迪
Panamera 2019款 Panamera 4 行政加长版 2.9T,2.9,2020-05,厦门,99.98,130.91,自动,国VI,2.9L,2023-11-14,2024-05,2024-05,0,330,V6,大型车,95,前置四驱,保时捷
奔驰E级 2023款 E 300 L 豪华型,0.6,2023-01,厦门,47.50,54.72,自动,国VI,2L,2023-12-01,2025-01,2024-01,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLE 2023款 GLE 350 4MATIC 时尚型,1.4,2023-04,厦门,68.80,79.87,自动,国VI,2L,2023-11-19,2025-04,2024-04,0,258,L4,中大型SUV,95,前置四驱,奔驰
宝马5系 2021款 530Li 领先型 M运动套装,3.2,2021-04,厦门,35.80,50.68,自动,国VI,2L,2023-11-27,2025-04,2024-04,0,252,L4,中大型车,95,前置后驱,宝马
宝马5系新能源 2022款 535Le M运动套装,3,2022-01,厦门,34.98,54.26,自动,插电混动,73km,2023-11-15,2024-01,2024-01,0,184,L4,中大型车,前置后驱,"
            ",宝马
保时捷718 2022款 Boxster 2.0T,1,2021-03,厦门,55.20,63.50,自动,国VI,2L,2023-11-09,2025-03,2024-03,1,250,H4,跑车,95,中置后驱,保时捷
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,4,2020-06,厦门,35.90,48.82,自动,国VI,2L,2023-11-21,2024-06,2024-06,1,258,L4,中型SUV,95,前置四驱,奔驰
迈巴赫S级 2020款 S 450 4MATIC 典藏版,7,2020-06,厦门,99.80,158.35,自动,国VI,3L,2023-08-21,2024-06,2024-06,0,367,L6,大型车,95,前置四驱,奔驰
埃尔法 2021款 双擎 2.5L 豪华版,3,2022-06,厦门,82.80,91.07,自动,国VI,2.5L,2023-11-26,2024-06,2024-06,0,117,L4,,92,前置四驱,丰田
发现运动版 2021款 249PS R-Dynamic S 性能版,3,2021-08,厦门,22.31,41.55,自动,国VI,2L,2023-11-29,2025-08,2024-08,1,249,L4,中型SUV,95,前置四驱,路虎
宝马X5(进口) 2018款 xDrive35i 典雅型,10.9,2018-04,厦门,36.50,84.33,自动,欧VI,3L,2023-11-22,2024-04,2024-04,0,306,L6,中大型SUV,95,前置四驱,宝马
迈巴赫S级 2020款 S 450 4MATIC 典藏版,5.6,2020-09,厦门,96.80,158.35,自动,国VI,3L,2023-11-19,2024-09,2024-09,1,367,L6,大型车,95,前置四驱,奔驰
迈巴赫S级 2019款 S 450 4MATIC,6,2019-06,厦门,,已降1,自动,欧V,3L,2023-08-18,2025-06,2024-06,0,367,V6,大型车,95,前置四驱,奔驰
欧陆 2012款 4.0T GT V8,3.4,2014-10,厦门,98.00,330.85,自动,欧V,4L,2023-11-23,2024-10,2024-10,0,507,V8,跑车,95,前置四驱,宾利
揽胜运动版 2018款 3.0 SC V6 HSE DYNAMIC,5,2018-09,厦门,61.50,111.59,自动,欧V,3L,2023-11-15,2024-09,2024-09,1,340,V6,中大型SUV,95,前置四驱,路虎
共创坦克300 2021款 2.0T 赛博坦克,2.6,2022-03,厦门,28.80,33.43,自动,国VI,2L,2023-11-07,2024-03,2024-03,0,227,L4,紧凑型SUV,92,前置四驱,超境汽车
奔驰S级 2019款 S 350 L 尊贵型,3.43,2019-08,厦门,67.50,100.60,自动,欧V,3L,2023-11-28,2025-8,2023-11,1,313,V6,大型车,95,前置后驱,奔驰
AMG GT 2019款 AMG GT,0.8,2022-10,厦门,106.80,143.15,自动,国VI,4L,2023-12-02,2024-10,2023-10,1,476,V8,跑车,95,前置后驱,奔驰
揽胜星脉 2019款 300PS R-DYNAMIC S,2.9,2019-01,厦门,35.80,72.16,自动,国V,2L,2023-11-15,2025-01,2024-01,1,300,L4,中型SUV,95,前置四驱,路虎
Portofino 2018款 3.9T,2,2019-10,厦门,215.00,286.35,自动,国V,3.9L,2023-12-05,2025-10,2024-10,1,600,V8,跑车,98,前置后驱,法拉利
Cayenne 2019款 Cayenne 3.0T,6,2020-04,厦门,72.80,99.10,自动,国VI,3L,2023-11-26,2024-04,2024-04,0,340,V6,中大型SUV,95,前置四驱,保时捷
奔驰CLS 2018款 CLS 300 豪华型,3.4,2019-07,厦门,42.80,75.09,自动,欧V,2L,2023-11-23,2025-07,2024-07,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLE 2022款 改款 GLE 350 4MATIC 时尚型,1.27,2022-10,成都,64.80,79.87,自动,国VI,2L,2023-11-28,2024-10,2024-10,1,258,L4,中大型SUV,95,前置四驱,奔驰
宝马1系 2021款 120i M运动版,4,2021-10,厦门,11.80,22.12,自动,国VI,1.5L,2023-11-22,2023-10,2023-10,0,140,L3,紧凑型车,95,前置前驱,宝马
起亚K5 2016款 1.6T 自动LUX,9.3,2016-01,厦门,5.78,19.63,自动,国V,1.6L,2023-11-11,2024-01,2024-01,2,180,L4,中型车,92,前置前驱,起亚
Macan 2017款  Macan 2.0T,3.3,2017-05,厦门,29.80,59.70,自动,欧V,2L,2023-11-21,2024-5,2024-5,0,252,L4,中型SUV,95,前置四驱,保时捷
威霆 2023款 2.0T 精英版 9座,0.9,2022-03,厦门,36.90,32.87,自动,国VI,2L,2023-11-21,2024-03,2024-03,1,211,L4,,95,前置后驱,奔驰
马自达3 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,5,2019-01,厦门,7.98,15.19,自动,国V,1.5L,2023-07-29,2025-01,2024-01,1,117,L4,紧凑型车,92,前置前驱,马自达
Macan 2018款 Macan 2.0T,5,2019-03,厦门,38.80,59.16,自动,国VI,2L,2023-07-17,2025-03,2024-03,0,252,L4,中型SUV,95,前置四驱,保时捷
坦克300 2021款 越野版 2.0T 征服者,1.8,2021-06,厦门,19.80,23.21,自动,国VI,2L,2023-11-12,2025-06,2024-06,0,227,L4,紧凑型SUV,92,前置四驱,坦克
探险者(进口) 2013款 3.5L 尊享型,13,2014-09,厦门,,已降3800元,自动,国IV(国V),3.5L,2023-11-25,2024-09,2024-09,2,291,V6,中大型SUV,92,前置四驱,福特
奔驰GLE 2022款 GLE 350 4MATIC 时尚型,1.23,2022-05,厦门,68.88,79.87,自动,国VI,2L,2023-10-13,2024-5,2023-7,1,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰C级AMG 2016款 AMG C 63 Coupe,2.8,2018-01,厦门,49.60,104.07,自动,欧VI,4L,2023-11-25,2024-01,2024-01,0,476,V8,中型车,95,前置后驱,奔驰
宝马3系GT 2019款 320i M运动套装,5.3,2020-01,厦门,22.50,39.06,自动,国VI,2L,2023-11-29,2024-01,2024-01,0,184,L4,中型车,95,前置后驱,宝马
欧陆 2012款 6.0T GTC W12,5.8,2014-06,厦门,125.80,464.58,自动,欧V,6L,2023-10-30,2024-06,2024-06,5,575,W12,跑车,98,前置四驱,宾利
揽胜 2020款 3.0 L6 传世加长版,4,2020-01,厦门,119.80,170.74,自动,国VI,3L,2023-11-09,2024-01,2024-01,1,400,L6,中大型SUV,95,前置四驱,路虎
奔驰GLB 2022款 GLB 200 动感型,3,2022-03,厦门,22.80,34.60,自动,国VI,1.3L,2023-11-21,2024-03,2024-03,0,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰GLC 2021款 GLC 300 L 4MATIC 豪华型,1.7,2021-12,厦门,38.68,54.03,自动,国VI,2L,2023-11-30,2023-12,2023-12,0,258,L4,中型SUV,95,前置四驱,奔驰
MINI 2016款 1.5T COOPER 先锋派 五门版,6,2017-09,厦门,10.90,29.50,自动,欧V,1.5L,2023-12-06,2024-09,2024-09,1,136,L3,小型车,95,前置前驱,MINI
卡罗拉 2021款 1.2T S-CVT 豪华版,4.3,2021-02,厦门,6.80,14.74,自动,国VI,1.2L,2023-11-22,2025-02,2024-02,0,116,L4,紧凑型车,92,前置前驱,丰田
奔驰CLS 2023款 CLS 300 豪华型,0.6,2023-06,厦门,60.80,75.01,自动,国VI,2L,2023-11-19,2025-06,2024-06,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLE新能源 2021款 GLE 350 e 4MATIC,2.4,2021-05,厦门,58.20,86.82,自动,插电混动,103km,2023-10-28,2025-05,2024-05,0,211,L4,中大型SUV,前置四驱,"
            ",奔驰
宝马X3 2020款  xDrive28i M运动套装,4.5,2020-03,厦门,28.81,46.22,自动,国VI,2L,2023-11-29,2024-03,2024-03,1,224,L4,中型SUV,95,前置四驱,宝马
高尔夫 2017款 230TSI 自动舒适百万辆纪念版,7,2017-08,厦门,7.30,16.81,自动,国V,1.4L,2023-11-26,2024-08,2024-08,0,131,L4,紧凑型车,95,前置前驱,大众
Cayenne 2018款 Cayenne S 2.9T,4.8,2019-11,厦门,78.80,125.70,自动,欧V,2.9L,2023-11-28,2023-11,2023-11,0,440,V6,中大型SUV,95,前置四驱,保时捷
奔驰A级AMG 2019款 AMG A 35 L 4MATIC,2.74,2021-04,厦门,27.50,43.40,自动,国VI,2L,2023-11-23,2025-4,2023-2,3,306,L4,紧凑型车,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 运动豪华型,3.9,2021-08,厦门,39.50,54.03,自动,国VI,2L,2023-11-29,2025-08,2024-08,0,258,L4,中大型车,95,前置后驱,奔驰
MINI 2016款 1.5T COOPER 表现派,4.2,2017-03,厦门,12.68,28.42,自动,欧V,1.5L,2023-11-08,2024-03,2024-03,1,136,L3,小型车,95,前置前驱,MINI
英伦TX4 2012款 2.4L 定制商务型,6,2016-03,厦门,7.80,24.75,自动,国IV,2.4L,2023-10-22,2024-03,2024-03,2,129,L4,,92,前置后驱,吉利汽车
蒙迪欧 2017款 EcoBoost 245 至尊型,16,2018-04,厦门,,已降3000元,自动,国V,2L,2023-12-02,2024-04,2024-04,0,245,L4,中型车,92,前置前驱,福特
奔驰E级 2022款 改款 E 300 L 时尚型,2.5,2022-06,厦门,42.50,51.64,自动,国VI,2L,2023-12-03,2024-06,2024-06,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,3.7,2021-08,厦门,43.30,54.03,自动,国VI,2L,2023-12-03,2025-08,2024-08,0,258,L4,中大型车,95,前置后驱,奔驰
锐界 2018款 EcoBoost 245 两驱豪锐型 7座 国V,6.9,2018-01,厦门,,已降1300元,自动,国V,2L,2023-11-15,2024-01,2024-01,1,245,L4,中型SUV,92,前置前驱,福特
小蚂蚁 2017款 2座智享版,10.1,2017-12,厦门,2.50,17.57,自动,纯电动,151km,2023-12-02,2023-12,2023-12,2,41,,微型车,后置后驱,"
            ",奇瑞新能源
锋范 2015款 1.5L CVT舒适版,12,2016-07,厦门,3.98,9.75,自动,国V,1.5L,2023-12-01,2024-07,2024-07,0,131,L4,紧凑型车,92,前置前驱,本田
迈巴赫S级 2018款 S 450 4MATIC,6.5,2018-08,厦门,85.80,151.84,自动,欧V,3L,2023-11-07,2024-08,2024-08,1,367,V6,大型车,95,前置四驱,奔驰
奔驰GLE 2022款 GLE 350 4MATIC 时尚型,0.9,2022-09,厦门,65.80,79.87,自动,国VI,2L,2023-12-04,2024-09,2024-09,0,258,L4,中大型SUV,95,前置四驱,奔驰
甲壳虫 2013款 1.4TSI 时尚型,8,2013-06,厦门,7.30,24.84,自动,欧V,1.4L,2023-11-30,2024-06,2024-06,1,160,L4,紧凑型车,95,前置前驱,大众
MINI COUNTRYMAN 2017款 2.0T COOPER S ALL4 旅行家,8,2018-05,厦门,15.98,39.49,自动,国V,2L,2023-11-29,2024-05,2024-05,2,192,L4,紧凑型SUV,95,前置四驱,MINI
雷克萨斯RX经典 2012款 270 豪华版,12.31,2012-06,厦门,13.99,62.20,自动,欧IV,2.7L,2023-10-05,2024-06,2024-06,1,188,L4,中型SUV,92,前置前驱,雷克萨斯
奔驰G级AMG 2020款 AMG G 63,7.3,2021-03,广州,229.80,241.93,自动,国VI,4L,2023-10-09,2025-03,2024-03,1,585,V8,中大型SUV,95,前置四驱,奔驰
奔驰E级 2022款 E 300 L 运动豪华型,4.2,2021-12,厦门,38.80,54.15,自动,国VI,2L,2023-11-25,2023-12,2023-12,1,258,L4,中大型车,95,前置后驱,奔驰
小蚂蚁 2018款 400 4座智享版,8.7,2018-12,厦门,3.98,7.14,自动,纯电动,301km,2023-12-02,2024-12,2023-12,1,41,,微型车,后置后驱,"
            ",奇瑞新能源
宝马M5 2012款 M5,12,2012-07,厦门,28.80,201.68,自动,欧IV,4.4L,2023-09-08,2024-07,2024-07,1,560,V8,中大型车,95,前置后驱,宝马
奔驰EQS 2022款 450+ 豪华版,1,2022-03,苏州,49.28,129.56,自动,纯电动,813km,2023-11-10,2024-03,2024-03,0,333,,大型车,后置后驱,"
            ",奔驰
奔驰GLB 2022款 GLB 200 4MATIC,3.4,2022-03,厦门,28.50,37.35,自动,国VI,1.3L,2023-12-04,2024-03,2024-03,0,163,L4,紧凑型SUV,95,前置四驱,奔驰
奔驰S级 2018款 S 350 L,10,2018-06,厦门,57.50,111.67,自动,欧V,3L,2023-11-30,2024-06,2024-06,0,313,V6,大型车,95,前置后驱,奔驰
奔驰EQS AMG 2022款 AMG EQS 53 4MATIC+,0.5,2022-09,苏州,79.98,167.92,自动,纯电动,601km,2023-11-10,2024-09,2023-09,0,639,,大型车,双电机四驱,"
            ",奔驰
奔驰GLC AMG 2017款 AMG GLC 43 4MATIC,5.6,2018-01,广州,33.50,69.12,自动,欧VI,3L,2023-11-08,2024-01,2024-01,0,367,V6,中型SUV,95,前置四驱,奔驰
奔驰S级 2019款 S 350 L 豪华型,8.77,2019-08,福州,64.80,109.29,自动,欧V,3L,2023-11-08,2025-08,2024-08,1,313,V6,大型车,95,前置后驱,奔驰
奔驰E级 2021款 E 300 L 时尚型,2.95,2021-06,厦门,40.97,50.78,自动,国VI,2L,2023-10-04,2025-06,2024-06,1,258,L4,中大型车,95,前置后驱,奔驰
马自达3 昂克赛拉 2020款 1.5L 自动质美版,5.6,2020-03,厦门,7.88,13.77,自动,国VI,1.5L,2023-12-01,2024-03,2024-03,0,117,L4,紧凑型车,92,前置前驱,马自达
奔驰E级 2021款 E 260 L 运动型,3.9,2020-11,厦门,30.50,46.76,自动,国VI,1.5L,2023-12-04,2024-11,2023-11,0,184,L4,中大型车,95,前置后驱,奔驰
奥迪Q5L 2022款 45T 豪华动感型,3.1,2021-10,厦门,30.58,48.87,自动,国VI,2L,2023-12-05,2025-10,2024-10,0,252,L4,中型SUV,95,前置四驱,奥迪
迈巴赫S级 2015款 S 600,3.4,2014-07,厦门,135.00,313.48,自动,欧V,6L,2023-10-09,2024-07,2024-07,1,530,V12,大型车,95,前置后驱,奔驰
奔驰S级 2020款 S 450 L 4MATIC 臻藏版,5,2021-05,厦门,87.80,130.45,自动,国VI,3L,2023-08-24,2025-05,2024-05,1,367,L6,大型车,95,前置四驱,奔驰
奥迪A4L 2020款 40 TFSI 时尚动感型,3.4,2021-11,厦门,21.98,34.60,自动,国VI,2L,2023-11-15,2023-11,2023-11,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q5L 2020款 45 TFSI 尊享时尚型,4.37,2021-03,厦门,27.98,48.33,自动,国VI,2L,2023-12-06,2025-3,2024-3,0,252,L4,中型SUV,95,前置四驱,奥迪
奔驰GLC 2017款 GLC 260 4MATIC 动感型,6.8,2016-12,厦门,20.98,46.57,自动,欧V,2L,2023-11-21,2023-12,2023-12,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLE轿跑 2020款 GLE 450 4MATIC 轿跑SUV 时尚型,3.8,2021-08,厦门,63.88,94.09,自动,国VI,2.5L,2023-12-02,2025-08,2024-08,0,367,L6,中大型SUV,95,前置四驱,奔驰
