捷豹F-PACE 2018款 2.0T 四驱都市尊享版,5.2,2019-02,泉州,21.80,55.14,自动,国V,2L,2023-11-02,2025-02,2024-02,2,250,L4,中型SUV,95,前置四驱,捷豹
雷克萨斯ES 2021款 200 卓越版,4,2021-01,泉州,22.80,32.01,自动,国VI,2L,2023-11-30,2025-01,2024-01,1,173,L4,中大型车,92,前置前驱,雷克萨斯
发现运动版 2022款 200PS 家庭版 5座,1.3,2022-12,泉州,22.60,38.73,自动,国VI,2L,2023-11-28,2024-12,2023-12,0,200,L4,中型SUV,95,前置四驱,路虎
思域 2016款 180TURBO CVT舒适版,7,2018-09,泉州,6.78,13.88,自动,国V,1L,2023-11-27,2024-09,2024-09,2,125,L3,紧凑型车,92,前置前驱,本田
捷豹F-PACE 2022款 P250,1.3,2022-01,泉州,29.58,49.71,自动,国VI,2L,2023-11-22,2024-01,2024-01,0,250,L4,中型SUV,95,前置四驱,捷豹
奔驰C级 2018款 C 200 L 运动版,6,2018-04,泉州,18.80,38.08,自动,欧V,2L,2023-11-23,2024-04,2024-04,0,184,L4,中型车,95,前置后驱,奔驰
揽胜运动版 2018款 3.0 SC V6 HSE DYNAMIC,5,2018-09,厦门,61.50,111.59,自动,欧V,3L,2023-11-15,2024-09,2024-09,1,340,V6,中大型SUV,95,前置四驱,路虎
奔驰C级 2018款 C 200 L 运动版,6,2018-04,泉州,18.80,38.08,自动,欧V,2L,2023-11-23,2024-04,2024-04,0,184,L4,中型车,95,前置后驱,奔驰
沃尔沃XC60 2019款 T5 四驱智逸版 国VI,4.2,2019-04,福州,17.98,42.54,自动,国VI,2L,2023-09-11,2025-4,2024-4,0,254,L4,中型SUV,95,前置四驱,沃尔沃
奥迪A3 2022款 A3L Limousine 35 TFSI 时尚运动型,2.6,2021-07,福州,14.90,24.94,自动,国VI,1.4L,2023-10-29,2025-07,2024-07,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪Q3 2013款 35 TFSI 舒适型,12.3,2013-06,泉州,,已降2000元,自动,国IV(国V),2L,2023-08-30,2024-06,2024-06,4,170,L4,紧凑型SUV,95,前置前驱,奥迪
奥迪A4L 2015款 35 TFSI 自动舒适型,17,2015-09,泉州,8.88,36.14,自动,国IV(国V),2L,2023-11-08,2024-09,2024-09,1,180,L4,中型车,95,前置前驱,奥迪
凯迪拉克XT4 2020款 28T 两驱领先型,7.3,2019-12,泉州,14.98,31.45,自动,国VI,2L,2023-10-25,2023-12,2023-12,0,241,L4,紧凑型SUV,95,前置前驱,凯迪拉克
沃尔沃XC90 2021款 B6 智逸豪华版 7座,3,2021-05,厦门,42.88,75.54,自动,国VI,2L,2023-11-25,2025-05,2024-05,0,299,L4,中大型SUV,95,前置四驱,沃尔沃
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 运动型,3.2,2018-03,泉州,10.98,26.02,自动,国V,1.4L,2023-12-06,2024-03,2024-03,1,150,L4,紧凑型车,95,前置前驱,奥迪
MINI 2016款 1.5T COOPER 先锋派 五门版,6,2017-09,厦门,10.90,29.50,自动,欧V,1.5L,2023-12-06,2024-09,2024-09,1,136,L3,小型车,95,前置前驱,MINI
揽胜 2022款 3.0 L6 400PS 传世加长经典版,2.7,2022-01,泉州,131.60,170.74,自动,国VI,3L,2023-11-22,2024-01,2024-01,0,400,L6,中大型SUV,95,前置四驱,路虎
MINI CLUBMAN 2018款 2.0T COOPER S 艺术家,5,2019-01,福州,19.88,35.58,自动,欧V,2L,2023-09-27,2025-01,2024-01,0,192,L4,小型车,95,前置前驱,MINI
沃尔沃XC60 2019款 T5 四驱智逸版 国VI,6.2,2019-03,泉州,20.50,42.54,自动,国VI,2L,2023-10-18,2025-03,2024-03,1,254,L4,中型SUV,95,前置四驱,沃尔沃
奥迪Q5L 2020款 40 TFSI 荣享时尚型,5,2020-10,泉州,26.30,45.13,自动,国VI,2L,2023-11-24,2024-10,2024-10,1,190,L4,中型SUV,95,前置四驱,奥迪
奔驰E级(进口) 2021款 改款 E 260 轿跑车,0.7,2022-10,泉州,46.50,57.62,自动,国VI,2L,2023-11-16,2024-10,2024-10,0,197,L4,中大型车,95,前置后驱,奔驰
揽胜星脉 2021款 P250,3.64,2021-09,福州,,已降5000元,自动,国VI,2L,2023-11-16,2025-09,2024-09,1,250,L4,中型SUV,95,前置四驱,路虎
揽胜 2022款 3.0 L6 400PS 尊崇创世加长版,3.05,2022-04,泉州,149.90,209.82,自动,国VI,3L,2023-11-19,2024-04,2024-04,0,400,L6,中大型SUV,95,前置四驱,路虎
奥迪A7 2022款 45 TFSI 臻选型,2.2,2022-11,厦门,48.30,67.71,自动,国VI,2L,2023-11-22,2024-11,2023-11,1,245,L4,中大型车,95,前置前驱,奥迪
奥迪A7 2012款 3.0TFSI quattro豪华型,6.5,2012-06,福州,17.98,103.99,自动,国IV,3L,2023-10-08,2024-06,2024-06,0,299,V6,中大型车,95,前置四驱,奥迪
揽胜 2021款 3.0 L6 传世加长经典版,3.3,2022-01,泉州,128.50,170.74,自动,国VI,3L,2023-11-22,2024-01,2024-01,0,400,L6,中大型SUV,95,前置四驱,路虎
捷豹F-PACE 2022款 P250,1.3,2022-01,泉州,29.58,49.71,自动,国VI,2L,2023-11-22,2024-01,2024-01,0,250,L4,中型SUV,95,前置四驱,捷豹
凯迪拉克XTS 2018款 28T 技术型,9,2019-01,泉州,14.50,32.55,自动,国V,2L,2023-11-30,2025-01,2024-01,1,269,L4,中大型车,95,前置前驱,凯迪拉克
沃尔沃XC60 2021款 T5 四驱智远豪华版,9.7,2020-12,福州,21.98,45.58,自动,国VI,2L,2023-11-15,2024-12,2023-12,0,250,L4,中型SUV,95,前置四驱,沃尔沃
奥迪Q3 2021款 40 TFSI 时尚动感型,5,2021-03,厦门,18.80,32.87,自动,国VI,2L,2023-11-26,2025-03,2024-03,0,186,L4,紧凑型SUV,95,前置前驱,奥迪
奔驰GLA 2016款 GLA 200 时尚型,8.5,2016-08,福州,10.80,31.46,自动,国V,1.6L,2023-11-05,2024-08,2024-08,1,156,L4,紧凑型SUV,95,前置前驱,奔驰
宝马5系 2022款 530Li 领先型 M运动套装,4.3,2022-02,泉州,38.80,50.36,自动,国VI,2L,2023-11-17,2024-02,2024-02,1,252,L4,中大型车,95,前置后驱,宝马
宝马2系 2017款 220i 敞篷轿跑车 领先型,3,2017-08,泉州,16.58,40.27,自动,欧V,2L,2023-12-07,2024-08,2024-08,1,184,L4,紧凑型车,95,前置后驱,宝马
斯巴鲁XV 2018款 2.0i 全驱尊贵版EyeSight,8.8,2018-08,福州,9.00,24.08,自动,国V,2L,2023-11-24,2024-08,2024-08,1,156,H4,紧凑型SUV,92,前置四驱,斯巴鲁
沃尔沃S90 2020款 T5 智逸豪华版,5.7,2019-10,三明,18.98,43.73,自动,国VI,2L,2023-11-07,2023-10,2023-10,0,254,L4,中大型车,95,前置前驱,沃尔沃
宝马3系 2020款 325Li M运动套装,7,2020-09,泉州,23.58,37.66,自动,国VI,2L,2023-09-08,2024-09,2023-09,1,184,L4,中型车,95,前置后驱,宝马
揽胜星脉 2019款 300PS R-DYNAMIC S,2.9,2019-01,厦门,35.80,72.16,自动,国V,2L,2023-11-15,2025-01,2024-01,1,300,L4,中型SUV,95,前置四驱,路虎
宝马5系 2020款 530Li 领先型 M运动套装,8.1,2020-03,泉州,33.80,50.68,自动,国VI,2L,2023-11-05,2024-03,2024-03,0,252,L4,中大型车,95,前置后驱,宝马
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 时尚型,6.5,2018-02,福州,9.00,23.86,自动,国V,1.4L,2023-12-01,2024-02,2024-02,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪Q5 2015款 40 TFSI 技术型,7.5,2017-05,福州,13.80,46.85,自动,国V,2L,2023-12-04,2024-06,2024-06,0,224,L4,中型SUV,95,前置四驱,奥迪
捷豹F-PACE 2018款 2.0T 四驱都市尊享版,5.2,2019-02,泉州,21.80,55.14,自动,国V,2L,2023-11-02,2025-02,2024-02,2,250,L4,中型SUV,95,前置四驱,捷豹
捷豹F-PACE 2020款 2.0T 赛旗版,6,2020-08,泉州,23.98,55.99,自动,国VI,2L,2023-11-25,2024-08,2024-08,1,250,L4,中型SUV,95,前置四驱,捷豹
发现运动版 2021款 249PS R-Dynamic S 性能版,3,2021-08,厦门,22.31,41.55,自动,国VI,2L,2023-11-29,2025-08,2024-08,1,249,L4,中型SUV,95,前置四驱,路虎
发现神行 2016款 2.0T S,8,2017-02,福州,12.00,39.95,自动,欧V,2L,2023-10-27,2024-02,2024-02,1,241,L4,中型SUV,95,前置四驱,路虎
奥迪A3 2020款 Limousine 35 TFSI 时尚型 国V,4.3,2021-02,福州,12.90,23.85,自动,国V,1.4L,2023-11-29,2025-02,2024-02,0,150,L4,紧凑型车,95,前置前驱,奥迪
思域 2016款 180TURBO CVT舒适版,7,2018-09,泉州,6.78,13.88,自动,国V,1L,2023-11-27,2024-09,2024-09,2,125,L3,紧凑型车,92,前置前驱,本田
Panamera 2016款 Panamera Edition 3.0T,8.1,2016-09,泉州,43.80,130.37,自动,欧V,3L,2023-11-14,2024-09,2024-09,0,320,V6,大型车,95,前置后驱,保时捷
坦克300 2021款 越野版 2.0T 征服者,1.8,2021-06,厦门,19.80,23.21,自动,国VI,2L,2023-11-12,2025-06,2024-06,0,227,L4,紧凑型SUV,92,前置四驱,坦克
奥迪A3 2021款 A3L Limousine 35 TFSI 进取运动型,3,2021-03,福州,13.68,22.75,自动,国VI,1.4L,2023-12-02,2025-3,2024-3,1,150,L4,紧凑型车,95,前置前驱,奥迪
沃尔沃XC40 2022款 T4 四驱智行时尚版,1.8,2022-09,福州,17.98,31.13,自动,国VI,2L,2023-11-30,2024-09,2024-09,0,190,L4,紧凑型SUV,95,前置四驱,沃尔沃
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智酷型,5,2020-07,福州,9.38,24.62,自动,纯电动,265km,2023-11-09,2024-07,2024-07,0,136,,小型SUV,前置前驱,"
            ",奥迪
揽胜运动版 2021款 3.0 L6 耀黑版,6.6,2021-01,福州,,已降8000元,自动,国VI,3L,2023-11-06,2025-01,2024-01,1,360,L6,中大型SUV,95,前置四驱,路虎
奔驰E级 2021款 E 300 L 豪华型,4.6,2021-01,泉州,41.80,54.03,自动,国VI,2L,2023-10-09,2025-01,2024-01,0,258,L4,中大型车,95,前置后驱,奔驰
奥迪A3 2019款 Limousine 35 TFSI 时尚型 国V,4.59,2019-01,福州,11.50,23.75,自动,国V,1.4L,2023-11-27,2025-01,2024-01,2,150,L4,紧凑型车,95,前置前驱,奥迪
沃尔沃XC60 2023款 B5 四驱智雅豪华版,0.6,2022-07,泉州,31.57,51.55,自动,国VI,2L,2023-09-07,2024-07,2024-07,1,250,L4,中型SUV,95,前置四驱,沃尔沃
奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,7.2,2020-07,泉州,52.80,79.00,自动,国VI,2L,2023-11-08,2024-07,2024-07,1,258,L4,中大型SUV,95,前置四驱,奔驰
神行者2 2012款 2.0T Si4 SE汽油版,11,2012-10,泉州,6.38,58.40,自动,欧IV,2L,2023-06-28,2023-10,2023-10,3,240,L4,中型SUV,95,前置四驱,路虎
奔驰E级 2021款 E 300 L 时尚型,3.7,2021-04,泉州,39.98,50.78,自动,国VI,2L,2023-09-22,2025-04,2024-04,1,258,L4,中大型车,95,前置后驱,奔驰
奥迪A3 2020款 Limousine 35 TFSI 时尚型 国V,3.5,2020-04,泉州,12.58,23.85,自动,国V,1.4L,2023-10-23,2024-04,2024-04,1,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪A3 2022款 A3L Limousine 35 TFSI 时尚运动型,1.6,2023-01,厦门,15.98,24.94,自动,国VI,1.4L,2023-12-06,2025-1,2024-1,0,150,L4,紧凑型车,95,前置前驱,奥迪
雷克萨斯ES 2021款 200 卓越版,4,2021-01,泉州,22.80,32.01,自动,国VI,2L,2023-11-30,2025-01,2024-01,1,173,L4,中大型车,92,前置前驱,雷克萨斯
宝马3系 2021款 改款 320Li M运动套装,4,2021-01,泉州,23.80,34.62,自动,国VI,2L,2023-12-08,2025-01,2024-01,0,156,L4,中型车,95,前置后驱,宝马
Rapide 2010款 6.0L,2.9,2014-05,泉州,69.80,400.32,自动,欧IV,6L,2023-11-04,2024-05,2024-05,0,477,V12,大型车,95,前置后驱,阿斯顿・马丁
奥迪Q2L 2022款 35 TFSI 时尚动感型,1.5,2022-08,福州,14.98,26.79,自动,国VI,1.4L,2023-10-30,2024-08,2024-08,0,150,L4,小型SUV,95,前置前驱,奥迪
奥迪A3 2019款 Limousine 35 TFSI 进取型 国V,4,2019-05,福州,10.38,21.12,自动,国V,1.4L,2023-08-23,2025-05,2024-05,1,150,L4,紧凑型车,95,前置前驱,奥迪
奔驰E级 2018款 改款 E 300 L 运动时尚型,5,2018-08,福州,,已降1000元,自动,欧V,2L,2023-11-10,2024-08,2024-08,1,245,L4,中大型车,95,前置后驱,奔驰
途昂 2017款 380TSI 四驱豪华版,8,2018-06,福州,16.80,40.04,自动,国V,2L,2023-12-05,2024-06,2024-06,0,220,L4,中大型SUV,95,前置四驱,大众
保时捷718 2020款 Boxster 2.0T,1.8,2021-06,泉州,58.80,61.33,自动,国VI,2L,2023-11-16,2025-06,2024-06,0,250,H4,跑车,95,中置后驱,保时捷
奥迪A3 2019款 Limousine 35 TFSI 时尚型 国V,5,2019-11,厦门,11.28,23.75,自动,国V,1.4L,2023-11-16,2023-11,2023-11,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪Q3 2022款 35 TFSI 进取动感型,4.3,2021-08,泉州,16.60,30.26,自动,国VI,1.4L,2023-10-30,2025-08,2024-08,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
本田XR-V 2021款 220TURBO CVT豪华版,1.8,2022-07,福州,10.90,17.25,自动,国VI,1.5L,2023-12-06,2024-07,2024-07,0,177,L4,小型SUV,92,前置前驱,本田
宝马1系 2021款 120i M运动版,4,2021-10,厦门,11.80,22.12,自动,国VI,1.5L,2023-11-22,2023-10,2023-10,0,140,L3,紧凑型车,95,前置前驱,宝马
Ghibli 2014款 3.0T 标准版,6.9,2015-11,福州,,已降2000元,自动,欧V,3L,2023-12-04,2023-11,2023-11,1,330,V6,中大型车,95,前置后驱,玛莎拉蒂
奥迪A4L 2019款 40 TFSI 运动型 国V,6,2019-10,泉州,18.80,39.38,自动,国V,2L,2023-11-24,2025-10,2024-10,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A3 2016款 Limousine 35 TFSI 风尚型,7.6,2016-07,泉州,8.98,25.17,自动,国IV(国V),1.4L,2023-08-30,2024-07,2024-07,2,150,L4,紧凑型车,95,前置前驱,奥迪
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,7.7,2019-10,泉州,14.98,28.74,自动,国VI,1.3L,2023-11-28,2025-10,2024-10,0,163,L4,紧凑型车,95,前置前驱,奔驰
君越 2021款 552T 豪华型,4.7,2021-02,福州,12.90,23.86,自动,国VI,1.5L,2023-09-25,2025-02,2024-02,0,169,L4,中型车,92,前置前驱,别克
探岳 2019款 380TSI 四驱尊贵型 国V,7,2019-09,福州,,已降3800元,自动,国V,2L,2023-11-15,2025-09,2024-09,0,220,L4,中型SUV,95,前置四驱,大众
奥迪A4L 2019款 40 TFSI 进取型 国V,5,2019-01,泉州,18.50,32.65,自动,国V,2L,2023-10-31,2025-01,2024-01,2,190,L4,中型车,95,前置前驱,奥迪
沃尔沃XC60 2024款 B5 四驱智远豪华版,0.01,未上牌,厦门,34.80,46.23,自动,国VI,2L,2023-10-18,已过期,已过期,0,250,L4,中型SUV,95,前置四驱,沃尔沃
奔驰GLC 2019款 GLC 300 L 4MATIC 动感型,5,2019-06,福州,,已降1000元,自动,欧V,2L,2023-11-11,2025-06,2024-06,1,245,L4,中型SUV,95,前置四驱,奔驰
宝马X5(进口) 2014款 xDrive35i 领先型,14.5,2016-01,泉州,26.80,99.65,自动,欧VI,3L,2023-11-23,2024-01,2024-01,1,306,L6,中大型SUV,95,前置四驱,宝马
奔驰GLB 2022款 GLB 200 时尚型,1.1,2022-04,福州,,已降2000元,自动,国VI,1.3L,2023-12-07,2024-4,2024-4,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
沃尔沃XC40 2021款 T4 四驱智远豪华版,5,2020-08,厦门,16.18,34.60,自动,国VI,2L,2023-11-02,2024-08,2024-08,2,190,L4,紧凑型SUV,95,前置四驱,沃尔沃
奥迪A7 2021款 45 TFSI 臻选型,2.8,2021-07,厦门,45.80,66.52,自动,国VI,2L,2023-12-02,2025-07,2024-07,1,245,L4,中大型车,95,前置前驱,奥迪
宝马3系 2019款 320Li 时尚型,6.1,2018-10,泉州,17.30,34.39,自动,国VI,2L,2023-11-04,2024-10,2024-10,1,184,L4,中型车,95,前置后驱,宝马
MINI 2016款 1.5T COOPER 表现派,4.2,2017-03,厦门,12.68,28.42,自动,欧V,1.5L,2023-11-08,2024-03,2024-03,1,136,L3,小型车,95,前置前驱,MINI
宝马5系 2022款 530Li 行政型 M运动套装,4,2022-03,泉州,38.98,59.36,自动,国VI,2L,2023-12-08,2024-03,2024-03,0,252,L4,中大型车,95,前置后驱,宝马
奥迪A4L 2013款 35 TFSI 自动标准型,11,2013-12,泉州,8.50,33.63,自动,国IV+OBD,2L,2023-11-04,2023-12,2023-12,0,180,L4,中型车,95,前置前驱,奥迪
沃尔沃S90 2018款 T5 智远版,10,2018-01,厦门,17.98,48.72,自动,国V,2L,2023-10-13,2024-01,2024-01,0,254,L4,中大型车,95,前置前驱,沃尔沃
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,4.8,2021-03,泉州,32.98,43.18,自动,国VI,2L,2023-11-16,2025-03,2024-03,0,197,L4,中型SUV,95,前置四驱,奔驰
MINI COUNTRYMAN 2017款 2.0T COOPER S ALL4 旅行家,8,2018-05,厦门,15.98,39.49,自动,国V,2L,2023-11-29,2024-05,2024-05,2,192,L4,紧凑型SUV,95,前置四驱,MINI
锐界 2018款 EcoBoost 245 两驱豪锐型 7座 国V,6.9,2018-01,厦门,,已降1300元,自动,国V,2L,2023-11-15,2024-01,2024-01,1,245,L4,中型SUV,92,前置前驱,福特
