车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
悦动 2011款 1.6L 自动舒适型,9.8,2011-03,南平,1.52,11.92,自动,国IV(国V),1.6L,2023-10-28,2024-03,2024-03,2,123,L4,紧凑型车,92,前置前驱,现代
哈弗H6 2018款 红标 运动版 1.5T 自动两驱精英型,8,2018-02,南平,3.96,12.27,自动,国V,1.5L,2023-11-14,2024-02,2024-02,2,150,L4,紧凑型SUV,92,前置前驱,哈弗
翼神 2013款 致炫版 2.0L 手动舒适型,9.81,2013-08,南平,4.68,14.20,手动,国IV,2L,2023-10-01,2023-08,2023-08,0,152,L4,紧凑型车,92,前置前驱,三菱
缤瑞 2020款 200T DCT豪华型,2.5,2020-11,南平,5.88,10.83,自动,国VI,1L,2023-11-10,2024-11,2024-11,0,133,L3,紧凑型车,92,前置前驱,吉利汽车
翼神 2011款 时尚版 1.8L 手动舒适型,10,2011-11,南平,3.30,12.68,手动,国IV,1.8L,2023-11-10,2023-11,2023-11,0,136,L4,紧凑型车,92,前置前驱,三菱
翼神 2014款 竞速版 1.8L 手动舒适型,9.9,2014-01,南平,4.61,13.44,手动,国IV,1.8L,2023-11-02,2024-01,2024-01,0,136,L4,紧凑型车,92,前置前驱,三菱
魏牌 VV5 2021款 1.5T 两驱智先锋,6,2020-12,厦门,6.98,15.17,自动,国VI,1.5L,2023-12-05,2024-12,2023-12,0,171,L4,紧凑型SUV,92,前置前驱,魏牌
翼神 2013款 致尚版 1.8L 手动豪华型,9.9,2013-04,南平,4.28,13.76,手动,国IV,1.8L,2023-07-01,2024-04,2024-04,0,136,L4,紧凑型车,92,前置前驱,三菱
翼神 2010款 运动版 2.0L 手动豪华型,8,2010-06,南平,2.68,16.15,手动,国IV,2L,2023-11-10,2024-06,2024-06,0,152,L4,紧凑型车,92,前置前驱,三菱
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,8.7,2014-04,南平,1.88,13.98,手动,国IV(国V),1.5L,2023-10-28,2024-04,2024-04,2,150,L4,紧凑型SUV,92,前置前驱,哈弗
宝骏610 2014款 CROSS 1.5L 手动舒适型,9,2014-10,南平,0.80,7.36,手动,国IV(国V),1.5L,2023-09-27,2023-10,2023-10,0,112,L4,紧凑型车,92,前置前驱,宝骏
翼神 2011款 致尚版 1.8L 手动豪华型,11,2011-05,南平,3.68,13.66,手动,国IV,1.8L,2023-06-11,2024-05,2024-05,0,136,L4,紧凑型车,92,前置前驱,三菱
翼神 2013款 致尚版 1.8L 手动豪华型,8,2014-07,南平,4.66,13.76,手动,国IV,1.8L,2023-04-19,2023-07,2023-07,0,136,L4,紧凑型车,92,前置前驱,三菱
爱丽舍 2014款 1.6L 自动舒适型,10,2013-10,南平,1.60,11.16,自动,国IV(国V),1.6L,2023-10-17,2023-10,2023-10,1,117,L4,紧凑型车,92,前置前驱,雪铁龙
福瑞迪 2011款 1.6L MT GL,10,2011-10,南平,1.30,10.72,手动,国IV(国V),1.6L,2023-04-21,2023-10,2023-10,1,123,L4,紧凑型车,92,前置前驱,起亚
捷豹F-PACE 2016款 2.0T 两驱R-Sport运动版,8.2,2016-11,厦门,16.88,68.17,自动,国V,2L,2023-09-25,2023-11,2023-11,2,241,L4,中型SUV,95,前置后驱,捷豹
伊兰特 2004款 1.6L 手动标准型,18,2004-07,南平,0.40,12.24,手动,国III,1.6L,2023-09-27,2024-01,2023-07,3,112,L4,紧凑型车,92,前置前驱,现代
君越 2008款 2.4 标准版,13,2008-10,南平,1.20,22.77,自动,欧IV,2.4L,2023-12-07,2024-04,2024-10,1,168,L4,中型车,92,前置前驱,别克
别克GL8 2020款 陆上公务舱 652T 豪华型,10,2020-07,南平,17.00,28.10,自动,国VI,2L,2023-11-24,2024-07,2024-07,0,237,L4,,95,前置前驱,别克
轩逸 2018款 1.6XV CVT尊享版,5.8,2018-03,南平,4.80,14.96,自动,国V,1.6L,2023-10-27,2024-03,2024-03,1,126,L4,紧凑型车,92,前置前驱,日产
英朗 2018款 15T 双离合精英型 国V,7.2,2017-11,南平,2.68,13.77,自动,国V,1L,2023-11-01,2023-11,2023-11,1,125,L3,紧凑型车,92,前置前驱,别克
雅阁 2016款 2.0L 舒适版,6.6,2018-05,南平,9.60,19.52,自动,国IV(国V),2L,2023-12-04,2024-5,2024-5,0,155,L4,中型车,92,前置前驱,本田
领动 2016款 1.6L 自动智炫・精英型,7.2,2017-11,南平,3.88,13.00,自动,国V,1.6L,2023-10-30,2023-11,2023-11,1,130,L4,紧凑型车,92,前置前驱,现代
科沃兹 2019款 320 自动欣悦版,7.9,2018-10,南平,2.95,10.84,自动,国V,1.5L,2023-11-01,2024-10,2024-10,1,113,L4,紧凑型车,92,前置前驱,雪佛兰
翼神 2013款 时尚版 1.8L 手动舒适型,10,2013-07,南平,4.18,12.79,手动,国IV,1.8L,2023-11-06,2024-07,2024-07,0,136,L4,紧凑型车,92,前置前驱,三菱
帝豪 2017款 三厢百万款 1.5L 手动向上版,6.3,2017-03,南平,1.88,8.66,手动,国V,1.5L,2023-10-27,2024-03,2024-03,1,109,L4,紧凑型车,92,前置前驱,吉利汽车
起亚K2 2017款 三厢 1.4L AT GLS,6.9,2017-11,南平,2.66,9.65,自动,国V,1.4L,2023-11-01,2023-11,2023-11,2,100,L4,小型车,92,前置前驱,起亚
卡罗拉 2019款 1.2T S-CVT GL-i精英版,6,2019-11,南平,7.50,13.87,自动,国VI,1.2L,2023-11-18,2023-11,2023-11,1,116,L4,紧凑型车,92,前置前驱,丰田
福睿斯 2017款 1.5L 手动舒适型,7.2,2017-09,南平,2.29,10.51,手动,国V,1.5L,2023-10-28,2024-09,2024-09,1,113,L4,紧凑型车,92,前置前驱,福特
领动 2016款 1.6L 自动智炫・豪华型,7.2,2016-12,南平,4.30,14.52,自动,国V,1.6L,2023-10-27,2023-12,2023-12,1,130,L4,紧凑型车,92,前置前驱,现代
宝马5系 2014款 525Li 豪华设计套装,13,2015-02,南平,15.50,54.23,自动,国IV(国V),2L,2023-11-10,2024-02,2024-02,4,218,L4,中大型车,95,前置后驱,宝马
启悦 2015款 1.6L 自动舒享型,7.8,2016-01,南平,2.42,9.98,自动,国IV(国V),1.6L,2023-11-01,2024-01,2024-01,1,122,L4,紧凑型车,92,前置前驱,铃木
逸动 2016款 1.6L 自动风尚型,6.7,2016-12,南平,2.30,8.56,自动,国V,1.6L,2023-10-27,2023-12,2023-12,1,125,L4,紧凑型车,92,前置前驱,长安
英朗 2018款 18T 自动精英型,6,2018-03,南平,3.00,14.53,自动,国V,1.3L,2023-10-17,2024-03,2023-03,0,163,L3,紧凑型车,92,前置前驱,别克
起亚K2 2017款 三厢 1.4L MT GLS,7.2,2017-03,南平,2.25,8.46,手动,国V,1.4L,2023-10-27,2024-03,2024-03,1,100,L4,小型车,92,前置前驱,起亚
艾瑞泽5 2017款 1.5L CVT领潮版,7.3,2017-10,南平,2.20,6.94,自动,国V,1.5L,2023-10-29,2023-10,2023-10,1,116,L4,紧凑型车,92,前置前驱,奇瑞
艾瑞泽5 2016款 1.5L 手动领锐版,8,2016-07,南平,1.60,7.59,手动,国V,1.5L,2023-09-27,2023-07,2023-07,1,116,L4,紧凑型车,92,前置前驱,奇瑞
福睿斯 2015款 1.5L 自动舒适型,5.8,2017-01,南平,2.69,11.70,自动,国V,1.5L,2023-11-01,2024-01,2024-01,1,113,L4,紧凑型车,92,前置前驱,福特
科沃兹 2016款 1.5L 自动欣悦版,8.5,2017-10,南平,2.61,10.84,自动,国V,1.5L,2023-10-28,2023-10,2023-10,1,113,L4,紧凑型车,92,前置前驱,雪佛兰
悦纳 2016款 1.4L 手动炫酷版GLS,7,2017-08,南平,2.40,8.45,手动,国V,1.4L,2023-10-28,2024-08,2024-08,0,100,L4,小型车,92,前置前驱,现代
帝豪GL 2018款 1.4T DCT尊贵智联型,7.3,2018-08,南平,3.36,11.92,自动,国V,1.4L,2023-11-01,2024-08,2024-08,1,133,L4,紧凑型车,92,前置前驱,吉利汽车
艾瑞泽5 2016款 1.5L CVT领锐版,7.38,2016-09,南平,2.10,8.46,自动,国V,1.5L,2023-11-01,2024-09,2024-09,1,116,L4,紧凑型车,92,前置前驱,奇瑞
福睿斯 2017款 1.5L 自动舒适型,7,2017-08,南平,2.50,11.70,自动,国V,1.5L,2023-10-17,2023-08,2023-08,1,113,L4,紧凑型车,92,前置前驱,福特
福克斯 2015款 三厢 EcoBoost 125 自动超能风尚型,7.5,2016-08,南平,3.37,15.17,自动,国V,1L,2023-10-27,2024-08,2024-08,1,125,L3,紧凑型车,92,前置前驱,福特
帝豪 2017款 三厢百万款 1.5L CVT豪华型,6.7,2017-05,南平,2.46,9.31,自动,国V,1.5L,2023-10-31,2024-05,2024-05,1,109,L4,紧凑型车,92,前置前驱,吉利汽车
科沃兹 2019款 320 自动欣享天窗版,5,2018-10,南平,2.88,9.87,自动,国V,1.5L,2023-10-17,2024-10,2023-10,0,113,L4,紧凑型车,92,前置前驱,雪佛兰
艾瑞泽5 2018款 1.5L 手动致敬青春版,5.6,2018-06,南平,2.18,6.94,手动,国V,1.5L,2023-10-29,2024-06,2024-06,1,116,L4,紧凑型车,92,前置前驱,奇瑞
领动 2016款 1.6L 自动智炫・精英型,6.3,2018-03,南平,4.50,13.00,自动,国V,1.6L,2023-10-27,2024-03,2024-03,1,130,L4,紧凑型车,92,前置前驱,现代
翼虎 2013款 2.0L GTDi 四驱尊贵型,12,2013-12,南平,3.90,29.94,自动,国IV(国V),2L,2023-11-18,2023-12,2023-12,3,242,L4,紧凑型SUV,92,前置四驱,福特
福睿斯 2017款 改款 1.5L 自动舒适型,4.2,2018-08,南平,2.98,11.70,自动,国V,1.5L,2023-10-30,2024-08,2024-08,1,113,L4,紧凑型车,92,前置前驱,福特
英朗 2017款 15N 自动精英型,7.2,2017-07,南平,3.34,13.77,自动,国V,1.5L,2023-10-28,2024-07,2024-07,1,114,L4,紧凑型车,92,前置前驱,别克
英朗 2015款 15N 自动精英型,8,2015-10,南平,2.50,13.77,自动,国V,1.5L,2023-10-19,2023-10,2023-10,0,114,L4,紧凑型车,92,前置前驱,别克
瑞纳 2017款 1.4L 手动焕彩版 国V,8.8,2018-08,南平,2.80,5.96,手动,国V,1.4L,2023-11-06,2024-08,2024-08,1,95,L4,小型车,92,前置前驱,现代
起亚K3 2015款 1.6L 自动GL,7.8,2014-09,南平,2.50,12.24,自动,国IV(国V),1.6L,2023-10-30,2024-09,2024-09,1,128,L4,紧凑型车,92,前置前驱,起亚
起亚K3 2015款 1.6L 自动GLS,8,2015-03,南平,3.00,13.55,自动,国IV(国V),1.6L,2023-10-17,2023-03,2023-03,1,128,L4,紧凑型车,92,前置前驱,起亚
福睿斯 2015款 1.5L 自动舒适型,7.5,2016-12,南平,2.66,11.70,自动,国V,1.5L,2023-10-28,2023-12,2023-12,1,113,L4,紧凑型车,92,前置前驱,福特
帝豪 2017款 三厢百万款 1.5L CVT向上版,7.5,2017-08,南平,2.55,9.86,自动,国V,1.5L,2023-11-01,2024-08,2024-08,1,109,L4,紧凑型车,92,前置前驱,吉利汽车
马自达3 昂克赛拉 2016款 三厢 1.5L 自动豪华型,8,2016-04,南平,3.90,15.08,自动,国IV(国V),1.5L,2023-10-23,2024-04,2024-04,1,117,L4,紧凑型车,92,前置前驱,马自达
奔驰C级 2022款 改款 C 260 L 运动版,4,2021-12,南平,27.30,37.93,自动,国VI,1.5L,2023-11-18,2023-12,2023-12,0,204,L4,中型车,95,前置后驱,奔驰
奔驰E级 2014款 改款 E 260 L 运动型,14,2014-04,南平,12.80,48.30,自动,欧IV,1.8L,2023-11-18,2024-04,2024-04,3,204,L4,中大型车,95,前置后驱,奔驰
科鲁泽 2021款 320 自动悦享天窗版,3,2021-11,南平,3.80,12.47,自动,国VI,1.5L,2023-10-17,2023-11,2023-11,0,113,L4,紧凑型车,92,前置前驱,雪佛兰
奔腾B50 2013款 1.6L 手动舒适型,9.8,2014-01,南平,0.75,10.07,手动,国IV,1.6L,2023-11-05,2024-01,2024-01,2,103,L4,紧凑型车,92,前置前驱,奔腾
福克斯 2009款 两厢 1.8L 自动时尚型,9.8,2009-12,南平,1.22,14.64,自动,国IV,1.8L,2023-11-01,2023-12,2023-12,1,124,L4,紧凑型车,92,前置前驱,福特
思域 2019款 220TURBO CVT燃动版 国V,2,2020-07,南平,7.50,15.84,自动,国V,1.5L,2023-10-17,2024-07,2024-07,0,177,L4,紧凑型车,92,前置前驱,本田
宝来 2008款 1.6L 手动时尚型,9.8,2010-06,南平,0.96,11.70,手动,国IV+OBD,1.6L,2023-11-21,2024-06,2024-06,1,100,L4,紧凑型车,92,前置前驱,大众
凯越 2011款 1.6LX-MT,9.5,2011-12,南平,1.02,10.84,手动,欧IV,1.6L,2023-10-30,2023-12,2023-12,1,110,L4,紧凑型车,92,前置前驱,别克
翼神 2012款 致炫版 2.0L 手动豪华型,9,2012-10,南平,4.66,16.15,手动,国IV,2L,2023-05-05,2023-10,2023-10,0,152,L4,紧凑型车,92,前置前驱,三菱
英朗 2019款 18T 自动互联精英型 国VI,3.9,2020-02,南平,3.77,14.75,自动,国VI,1.3L,2023-10-28,2024-02,2024-02,1,163,L3,紧凑型车,92,前置前驱,别克
风骏7 2021款 2.0T柴油两驱领航型大双GW4D20M,5,2021-10,南平,5.80,11.92,手动,国VI,2L,2023-09-04,2023-10,2023-10,1,156,L4,皮卡,0,前置后驱,长城
翼神 2013款 致尚版 1.8L 手动豪华型,9,2013-04,南平,3.99,13.76,手动,国IV,1.8L,2023-07-11,2024-04,2024-04,0,136,L4,紧凑型车,92,前置前驱,三菱
翼神 2012款 致尚版 1.8L 手动豪华型,10,2012-01,南平,3.68,13.66,手动,国IV,1.8L,2023-11-21,2024-01,2024-01,0,136,L4,紧凑型车,92,前置前驱,三菱
朗逸 2015款 1.6L 手动风尚版,7.6,2017-06,南平,3.09,11.93,手动,国IV(国V),1.6L,2023-10-29,2024-06,2024-06,1,110,L4,紧凑型车,92,前置前驱,大众
翼神 2012款 致尚版 1.8L 手动豪华型,9,2012-02,南平,3.76,13.66,手动,国IV,1.8L,2023-09-13,2024-02,2024-02,0,136,L4,紧凑型车,92,前置前驱,三菱
翼神 2012款 致尚版 1.8L 手动豪华型,10.6,2012-07,南平,3.76,13.66,手动,国IV,1.8L,2023-07-26,2023-07,2023-07,0,136,L4,紧凑型车,92,前置前驱,三菱
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,9,2014-10,南平,1.90,13.98,手动,国IV(国V),1.5L,2023-10-17,2023-10,2023-10,1,150,L4,紧凑型SUV,92,前置前驱,哈弗
朗逸 2013款 改款经典 1.6L 自动风尚版,7.3,2017-10,南平,3.37,13.56,自动,国IV(国V),1.6L,2023-10-30,2023-10,2023-10,1,110,L4,紧凑型车,92,前置前驱,大众
瑞纳 2014款 1.4L 自动智能型GLS,9.5,2015-12,南平,2.37,9.43,自动,国IV(国V),1.4L,2023-10-27,2023-12,2023-12,1,107,L4,小型车,92,前置前驱,现代
科鲁兹 2015款 1.5L 经典 SL MT,9,2015-06,南平,1.90,9.76,手动,国IV(国V),1.5L,2023-11-10,2024-06,2024-06,0,113,L4,紧凑型车,92,前置前驱,雪佛兰
索纳塔 2013款 2.0L 自动时尚版,9.3,2013-03,南平,2.73,18.12,自动,国IV(国V),2L,2023-10-30,2024-03,2024-03,1,162,L4,中型车,92,前置前驱,现代
哈弗M6 2019款 1.5T DCT两驱精英型 国VI,4.2,2020-03,南平,3.87,8.90,自动,国VI,1.5L,2023-11-01,2024-03,2024-03,1,150,L4,紧凑型SUV,92,前置前驱,哈弗
起亚K2 2012款 三厢 1.4L MT GLS纪念版,9,2013-11,南平,1.38,8.46,手动,国IV(国V),1.4L,2023-10-23,2023-11,2023-11,1,107,L4,小型车,92,前置前驱,起亚
悦动 2008款 1.6L MT GLS,11,2009-05,南平,0.88,11.92,手动,国IV,1.6L,2023-11-21,2024-05,2024-05,1,112,L4,紧凑型车,92,前置前驱,现代
朗动 2015款 1.6L 自动领先型,9,2015-01,南平,3.30,13.87,自动,国IV(国V),1.6L,2023-06-25,2024-01,2024-01,1,128,L4,紧凑型车,92,前置前驱,现代
朗动 2012款 1.6L 手动领先型,9,2013-10,南平,2.00,12.57,手动,国IV(国V),1.6L,2023-10-17,2023-10,2023-10,1,128,L4,紧凑型车,92,前置前驱,现代
翼神 2012款 1.8L 手动魅力版,10,2012-02,南平,3.60,12.68,手动,国IV,1.8L,2023-11-21,2024-02,2024-02,0,136,L4,紧凑型车,92,前置前驱,三菱
哈弗H6 Coupe 2019款 1.5T 自动两驱精英型 国VI,5,2019-11,南平,4.38,11.40,自动,国VI,1.5L,2023-10-17,2023-11,2023-11,0,169,L4,紧凑型SUV,92,前置前驱,哈弗
阳光 2014款 1.5XE 手动精英版,9,2015-06,南平,1.60,8.99,手动,国IV(国V),1.5L,2023-10-17,2023-06,2023-06,0,112,L4,紧凑型车,92,前置前驱,日产
奥迪A4L 2012款 2.0 TFSI 自动舒适型,13,2013-01,南平,5.88,35.81,自动,国IV+OBD,2L,2023-12-02,2024-1,2024-1,0,180,L4,中型车,95,前置前驱,奥迪
