车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
速派 2019款 改款 TSI280 DSG舒适版,2.6,2019-07,三明,9.18,18.23,自动,国VI,1.4L,2023-11-08,2025-07,2024-07,0,150,L4,中型车,95,前置前驱,斯柯达
揽胜运动版 2014款 5.0 SC V8 锋尚创世版 DYNAMIC,9.4,2014-06,三明,36.80,197.34,自动,欧V,5L,2023-11-26,2024-06,2024-06,0,510,V8,中大型SUV,95,前置四驱,路虎
缤智 2020款 1.5L CVT先锋版,2.3,2022-01,三明,9.98,15.07,自动,国VI,1.5L,2023-10-08,2024-01,2024-01,0,131,L4,小型SUV,92,前置前驱,本田
奥迪A5 2014款 Cabriolet 45 TFSI,8.2,2014-11,三明,16.38,64.91,自动,欧IV+OBD,2L,2023-11-08,2023-11,2023-11,0,224,L4,中型车,95,前置前驱,奥迪
Panamera 2014款 Panamera 3.0T,8,2015-05,三明,37.98,124.29,自动,欧V,3L,2023-11-07,2024-05,2024-05,0,320,V6,大型车,95,前置后驱,保时捷
宝马5系 2018款 改款 530Li 领先型 M运动套装,10.45,2018-05,三明,26.61,51.77,自动,国V,2L,2023-10-21,2024-05,2024-05,0,252,L4,中大型车,95,前置后驱,宝马
揽胜极光(进口) 2013款 2.0T 5门耀动版,10.7,2013-09,三明,9.99,68.17,自动,欧V,2L,2023-11-08,2023-09,2023-09,0,241,L4,中型SUV,95,前置四驱,路虎
自由光 2017款 2.4L 优越版,5.7,2017-03,三明,7.98,29.94,自动,国V,2.4L,2023-11-16,2024-03,2024-03,0,175,L4,中型SUV,92,前置四驱,Jeep
奥迪Q5(进口) 2013款 45 TFSI quattro 运动型,17,2016-02,三明,14.80,63.83,自动,欧IV,3L,2023-11-29,2024-02,2024-02,0,272,V6,中型SUV,95,前置四驱,奥迪
森林人 2014款 2.5i 自动精英版,12.8,2015-03,三明,7.88,29.29,自动,国IV(国V),2.5L,2023-10-05,2024-03,2024-03,0,171,H4,紧凑型SUV,92,前置四驱,斯巴鲁
奕炫MAX 2021款 1.5T 超酷潮爸版,1.8,2022-07,三明,7.50,11.50,自动,国VI,1.5L,2023-12-04,2024-07,2024-07,0,190,L4,紧凑型车,92,前置前驱,东风风神
红旗HQ9 2023款 2.0T 智联旗畅版,1.3,2023-02,三明,34.90,51.97,自动,国VI,2L,2023-11-11,2025-02,2024-02,0,252,L4,,95,前置前驱,红旗
宝马5系 2020款 530Li 领先型 M运动套装,4,2020-06,三明,31.88,50.68,自动,国VI,2L,2023-11-16,2024-06,2024-06,0,252,L4,中大型车,95,前置后驱,宝马
宝马3系 2021款 325Li M运动套装,4.6,2021-01,三明,25.50,37.66,自动,国VI,2L,2023-12-02,2025-01,2024-01,0,184,L4,中型车,95,前置后驱,宝马
AION Y 2022款 70 智领版 磷酸铁锂,3,2022-09,三明,9.38,16.02,自动,纯电动,500km,2023-11-29,2024-09,2024-09,0,184,,紧凑型SUV,前置前驱,"
            ",埃安
思域 2016款 220TURBO CVT豪华版,10,2018-10,三明,7.98,15.19,自动,国V,1.5L,2023-09-30,2024-10,2023-10,0,177,L4,紧凑型车,92,前置前驱,本田
标致5008 2017款 380THP 7座豪华版,9,2017-11,三明,8.68,27.65,自动,国V,1.8L,2023-11-18,2023-11,2023-11,0,204,L4,中型SUV,92,前置前驱,标致
胜达 2019款 380 TGDi TOP 自动四驱旗舰（HTRAC）国VI,6.8,2019-06,三明,13.30,29.61,自动,国VI,2L,2023-11-29,2025-06,2024-06,0,230,L4,中型SUV,92,前置四驱,现代
秦Pro 2019款 超能版 1.5TI 自动智联锋尚型 国V,2.1,2020-09,三明,5.98,10.84,自动,国V,1.5L,2023-11-13,2024-09,2024-09,0,154,L4,紧凑型车,92,前置前驱,比亚迪
速腾 2018款 280TSI DSG熠动版,2.5,2019-03,三明,8.90,17.78,自动,国V,1.4L,2023-11-11,2025-03,2024-03,0,150,L4,紧凑型车,95,前置前驱,大众
宝马5系 2019款 改款 530Li 领先型 M运动套装,6.3,2019-09,三明,29.68,50.36,自动,国VI,2L,2023-11-20,2025-09,2024-09,0,252,L4,中大型车,95,前置后驱,宝马
Cayenne 2016款 Cayenne Platinum Edition 3.0T,7.7,2017-05,三明,44.90,106.81,自动,欧V,3L,2023-11-07,2024-05,2024-05,0,333,V6,中大型SUV,95,前置四驱,保时捷
宝马5系 2018款 525Li 豪华套装,7,2018-08,三明,20.98,47.42,自动,国V,2L,2023-11-25,2024-08,2024-08,0,184,L4,中大型车,95,前置后驱,宝马
红旗HS5 2019款 2.0T 智联旗享四驱版,4,2020-10,三明,11.98,23.21,自动,国VI,2L,2023-11-07,2024-10,2024-10,0,224,L4,中型SUV,95,前置四驱,红旗
Ghibli 2017款 3.0T 标准版,4,2017-03,三明,36.88,102.96,自动,国V,3L,2023-11-16,2023-03,2023-03,0,350,V6,中大型车,95,前置后驱,玛莎拉蒂
凯迪拉克XTS 2015款 28T 精英型,14,2015-12,三明,8.88,40.15,自动,国V,2L,2023-09-11,2023-12,2023-12,0,269,L4,中大型车,95,前置前驱,凯迪拉克
君威 2019款 20T 精英型 国VI,6.8,2019-06,三明,9.50,19.84,自动,国VI,1.5L,2023-11-16,2025-06,2024-06,0,170,L4,中型车,92,前置前驱,别克
宝马2系旅行车 2018款 218i 领先型,5.67,2019-06,三明,9.80,26.03,自动,国V,1.5L,2023-11-21,2025-06,2024-06,0,136,L3,紧凑型车,95,前置前驱,宝马
传祺M8 2024款 大师系列 400T 至尊版,0.4,2023-07,三明,23.60,27.12,自动,国VI,2L,2023-11-26,2025-07,2024-07,0,252,L4,,95,前置前驱,广汽传祺
奥德赛 2015款 2.4L 尊享版,10,2015-04,三明,11.68,31.13,自动,国IV(国V),2.4L,2023-12-07,2024-04,2024-04,0,186,L4,,92,前置前驱,本田
小鹏G3 2022款 G3i 460N,2.4,2022-01,三明,10.68,17.79,自动,纯电动,460km,2023-11-29,2024-01,2024-01,0,197,,紧凑型SUV,前置前驱,"
            ",小鹏
风朗 2015款 2.0L 时尚版,8.81,2016-04,三明,4.88,19.19,自动,国IV(国V),2L,2023-11-08,2024-04,2024-04,0,137,L4,紧凑型车,92,前置前驱,雷诺
英仕派 2019款 260TURBO 精致版 国VI,4.42,2021-06,三明,13.52,20.93,自动,国VI,1.5L,2023-10-21,2025-06,2024-06,0,194,L4,中型车,92,前置前驱,本田
宝马5系 2018款 530Li 领先型 豪华套装,8.6,2017-12,三明,23.90,51.98,自动,国V,2L,2023-11-13,2023-12,2023-12,0,252,L4,中大型车,95,前置后驱,宝马
宝来 2020款 1.5L 自动精英型,6,2020-10,三明,7.80,15.09,自动,国VI,1.5L,2023-10-20,2024-10,2023-10,0,113,L4,紧凑型车,92,前置前驱,大众
锐志 2013款 2.5S 菁锐版,8.02,2013-12,三明,7.88,22.77,自动,国IV(国V),2.5L,2023-11-08,2023-12,2023-12,0,193,V6,中型车,92,前置后驱,丰田
揽胜极光 2017款 2.0T SE 智耀版,7,2017-12,三明,13.90,49.71,自动,欧V,2L,2023-12-07,2023-12,2023-12,0,241,L4,中型SUV,95,前置四驱,路虎
捷豹F-PACE 2020款 2.0T 都市尊享版,6,2020-09,三明,19.90,51.65,自动,国VI,2L,2023-11-10,2024-09,2024-09,0,250,L4,中型SUV,95,前置四驱,捷豹
英菲尼迪Q50L 2018款 2.0T 舒适版 国V,7.2,2019-08,三明,12.80,28.74,自动,国V,2L,2023-12-06,2025-08,2024-08,0,211,L4,中型车,95,前置后驱,英菲尼迪
速腾 2014款 改款 1.4TSI 自动豪华型,15,2013-12,三明,3.98,18.21,自动,国IV(国V),1.4L,2023-12-08,2023-12,2023-12,2,131,L4,紧凑型车,95,前置前驱,大众
宝马5系 2018款 528Li 上市特别版,7.1,2017-09,三明,23.60,48.84,自动,国V,2L,2023-12-04,2024-09,2024-09,0,224,L4,中大型车,95,前置后驱,宝马
捷豹F-PACE 2016款 2.0T 两驱R-Sport运动版,8.2,2016-11,厦门,16.88,68.17,自动,国V,2L,2023-09-25,2023-11,2023-11,2,241,L4,中型SUV,95,前置后驱,捷豹
荣威550 2012款 550 1.8L 自动超值版,3,2012-09,三明,1.95,15.17,自动,国IV+OBD,1.8L,2023-12-04,2024-09,2024-09,0,133,L4,紧凑型车,92,前置前驱,荣威
吉利GX2 2012款 1.5L 自动标准型II,3,2013-06,三明,1.68,5.96,自动,国IV,1.5L,2023-12-03,2024-06,2024-06,0,94,L4,微型车,92,前置前驱,吉利汽车
宝马3系 2012款 320i 时尚型,6.3,2012-03,三明,5.88,38.10,自动,欧IV,2L,2023-11-20,2024-03,2024-03,0,152,L4,中型车,95,前置后驱,宝马
雷克萨斯NX 2015款 200 前驱 锋行版,7.6,2016-03,三明,12.98,34.52,自动,国V,2L,2023-11-25,2024-03,2024-03,0,150,L4,中型SUV,92,前置前驱,雷克萨斯
卡罗拉 2014款 1.6L CVT GL-i,9,2015-02,三明,4.60,13.87,自动,国IV(国V),1.6L,2023-10-06,2024-02,2024-02,1,122,L4,紧凑型车,92,前置前驱,丰田
蒙迪欧 2017款 EcoBoost 180 时尚型,7,2017-05,三明,7.88,20.93,自动,国V,1.5L,2023-11-26,2024-05,2024-05,0,181,L4,中型车,92,前置前驱,福特
君越 2016款 30H 精英型,4.5,2017-05,三明,9.38,29.94,自动,国V,1.8L,2023-11-26,2024-05,2024-05,0,128,L4,中型车,92,前置前驱,别克
途昂 2017款 330TSI 两驱豪华版,8,2018-11,三明,14.80,36.79,自动,国V,2L,2023-12-08,2023-11,2023-11,0,186,L4,中大型SUV,95,前置前驱,大众
MINI COUNTRYMAN 2011款 1.6L ONE,5,2013-08,三明,6.99,28.11,自动,欧V,1.6L,2023-11-29,2024-08,2024-08,0,98,L4,紧凑型SUV,95,前置前驱,MINI
明锐 2016款 1.6L 自动创行版,10,2015-10,三明,4.38,15.40,自动,国V,1.6L,2023-09-05,2023-10,2023-10,1,110,L4,紧凑型车,92,前置前驱,斯柯达
牧马人 2016款 3.0L Sahara 75周年致敬版,5.2,2016-01,三明,21.80,50.96,自动,国IV(国V),3L,2023-11-08,2024-01,2024-01,0,234,V6,中型SUV,92,前置四驱,Jeep
揽胜星脉 2019款 250PS,6.3,2019-02,三明,29.80,62.18,自动,国V(国VI),2L,2023-11-16,2025-02,2024-02,0,250,L4,中型SUV,95,前置四驱,路虎
元 2016款 1.5L 手动豪华型,10,2016-07,三明,2.30,7.04,手动,国IV(国V),1.5L,2023-09-05,2024-07,2024-07,1,109,L4,小型SUV,92,前置前驱,比亚迪
奥德赛 2019款 2.0L 锐・畅享版,7.4,2020-03,三明,18.80,27.77,自动,国VI,2L,2023-11-16,2024-03,2024-03,0,146,L4,,92,前置前驱,本田
Ghibli 2014款 3.0T 标准版,9,2016-03,三明,31.80,97.48,自动,欧V,3L,2023-11-20,2024-3,2024-3,0,330,V6,中大型车,95,前置后驱,玛莎拉蒂
宝马5系 2014款 525Li 豪华设计套装,14,2015-04,三明,14.68,54.23,自动,国IV(国V),2L,2023-10-21,2024-04,2024-04,0,218,L4,中大型车,95,前置后驱,宝马
宝马3系 2019款 320Li 时尚型,4.7,2019-01,三明,17.86,34.39,自动,国VI,2L,2023-11-14,2025-01,2024-01,0,184,L4,中型车,95,前置后驱,宝马
领动 2018款 1.4T 双离合炫动・活力型,5.7,2019-02,三明,6.98,13.55,自动,国V,1.4L,2023-12-03,2025-02,2024-02,0,130,L4,紧凑型车,92,前置前驱,现代
起亚K3 2023款 1.5L CVT豪华版,0.01,未上牌,三明,9.27,13.34,自动,国VI,1.5L,2023-12-02,已过期,已过期,0,115,L4,紧凑型车,92,前置前驱,起亚
缤智 2017款 1.8L CVT两驱精英型,6,2017-08,三明,7.88,15.93,自动,国V,1.8L,2023-11-30,2024-08,2024-08,0,136,L4,小型SUV,92,前置前驱,本田
起亚K2 2017款 三厢 1.4L AT GLS,6,2017-08,三明,4.38,9.65,自动,国V,1.4L,2023-11-25,2024-08,2024-08,0,100,L4,小型车,92,前置前驱,起亚
途胜 2015款 1.6T 双离合两驱智能型,12,2017-01,三明,6.98,19.53,自动,国IV(国V),1.6L,2023-10-20,2024-01,2024-01,0,177,L4,紧凑型SUV,92,前置前驱,现代
宝马3系 2018款 320Li M运动曜夜版,8.8,2018-02,三明,16.98,39.82,自动,国V,2L,2023-11-27,2024-02,2024-02,1,184,L4,中型车,95,前置后驱,宝马
途观L 2018款 330TSI 自动两驱豪华版,6.5,2018-04,三明,11.98,28.20,自动,国V,2L,2023-09-21,2024-04,2024-04,0,186,L4,中型SUV,95,前置前驱,大众
蒙迪欧 2017款 EcoBoost 180 时尚型,7.2,2018-02,三明,8.75,20.93,自动,国V,1.5L,2023-11-16,2024-02,2024-02,0,181,L4,中型车,92,前置前驱,福特
宝马3系 2020款 325Li M运动套装,4.5,2019-12,三明,23.30,37.66,自动,国VI,2L,2023-11-16,2023-12,2023-12,0,184,L4,中型车,95,前置后驱,宝马
捷豹XFL 2019款 XFL 2.0T 200PS 两驱精英版,5.76,2019-12,三明,17.50,44.05,自动,国V,2L,2023-12-04,2023-12,2023-12,1,200,L4,中大型车,95,前置后驱,捷豹
途乐 2018款 4.0L 领英型,4.9,2020-04,福州,30.50,60.57,自动,国V,4L,2023-11-07,2024-04,2024-04,3,279,V6,大型SUV,95,前置四驱,日产
迈腾 2012款 改款 1.8TSI 尊贵型,11,2012-10,三明,4.78,27.44,自动,国IV(国V),1.8L,2023-09-18,2023-10,2023-10,2,160,L4,中型车,95,前置前驱,大众
发现神行 2019款 240PS SE版 国V,4.76,2019-11,三明,16.71,42.85,自动,国V,2L,2023-10-21,2023-11,2023-11,0,241,L4,中型SUV,95,前置四驱,路虎
英朗 2018款 18T 自动精英型,7.5,2018-01,三明,4.30,14.53,自动,国V,1.3L,2023-11-18,2024-1,2024-1,0,163,L3,紧凑型车,92,前置前驱,别克
宝马1系(进口) 2015款 118i 都市设计套装,12,2015-10,三明,6.90,29.96,自动,欧V,1.6L,2023-12-08,2024-10,2024-10,0,136,L4,紧凑型车,95,前置后驱,宝马
宋MAX 2017款 1.5T 自动智联精英型 7座,8,2018-03,三明,5.68,11.93,自动,国V,1.5L,2023-10-26,2024-03,2024-03,0,154,L4,,92,前置前驱,比亚迪
思域 2006款 1.8L 自动经典版,17.5,2007-08,三明,1.95,17.13,自动,国IV,1.8L,2023-11-12,2024-02,2024-08,2,140,L4,紧凑型车,92,前置前驱,本田
标致3008 2016款 1.6THP 自动经典版,13,2017-05,三明,4.95,18.42,自动,国IV(国V),1.6L,2023-11-16,2024-05,2024-05,1,167,L4,紧凑型SUV,92,前置前驱,标致
江淮T6 2016款 2.8T柴油创客版舒适型HFC4DA1-2C,11,2018-01,三明,4.38,9.42,手动,国IV,2.8L,2023-11-20,2024-01,2024-01,0,120,L4,皮卡,0,前置后驱,江汽集团
宝马M5 2005款 M5,8,2008-10,三明,17.60,201.68,自动,欧IV,5L,2023-12-08,2024-10,2024-10,0,507,V10,中大型车,95,前置后驱,宝马
风骏5 2017款 2.0T欧洲版柴油四驱进取型大双排GW4D20E,6.8,2019-02,三明,5.98,9.86,手动,国V,2L,2023-09-11,2025-02,2024-02,0,102,L4,皮卡,0,前置四驱,长城
翼搏 2013款 1.5L 自动尊贵型,12,2013-07,三明,2.99,13.87,自动,欧IV,1.5L,2023-09-05,2024-07,2024-07,1,110,L4,小型SUV,92,前置前驱,福特
