车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
奔驰G级 2020款 G 350,6.0,2021-07,龙岩,138.0,155.20,自动,国VI,2L,2023-11-28,2025-07,2024-07,1,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,11.0,2015-05,龙岩,12.98,43.20,自动,欧V,2L,2023-11-15,2024-05,2024-05,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,7.0,2021-04,龙岩,33.58,46.65,自动,国VI,2L,2023-12-02,2024-4,2024-4,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰GLA 2016款 GLA 200 时尚型,6.0,2016-06,龙岩,10.58,31.46,自动,国V,1.6L,2023-08-18,2024-06,2024-06,1,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰B级 2015款 B 200 时尚型,13.0,2015-03,龙岩,7.28,30.61,自动,欧V,1.6L,2023-11-18,2024-03,2024-03,0,156,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLC 2018款 改款 GLC 260 4MATIC 动感型,8.0,2018-07,龙岩,22.98,46.65,自动,欧V,2L,2023-12-02,2024-07,2024-07,0,211,L4,中型SUV,95,前置四驱,奔驰
睿翼 2009款 2.5L 自动至尊版,13.0,2011-01,龙岩,3.98,24.94,自动,欧IV+OBD,2.5L,2023-07-18,2024-01,2024-01,3,169,L4,中型车,92,前置前驱,马自达
奔驰C级 2019款 C 260 L 运动版,7.0,2019-01,龙岩,21.88,38.08,自动,国VI,1.5L,2023-10-27,2025-01,2024-01,3,184,L4,中型车,95,前置后驱,奔驰
奔驰GLA AMG 2016款 AMG GLA 45 4MATIC,11.0,2016-10,龙岩,16.98,62.74,自动,国V,2L,2023-10-24,2023-10,2023-10,1,381,L4,紧凑型SUV,95,前置四驱,奔驰
奔驰CLS 2012款 CLS 300 CGI,13.0,2014-10,龙岩,15.8,83.36,自动,欧IV,3.5L,2023-11-22,2024-10,2024-10,1,252,V6,中大型车,95,前置后驱,奔驰
奔驰EQC 2020款 EQC 350 4MATIC,5.0,2020-10,龙岩,18.88,54.25,自动,纯电动,415km,2023-10-26,2024-10,2023-10,1,286,,中型SUV,,双电机四驱,奔驰
奔驰C级 2017款 C 180 L 运动版,11.0,2017-01,龙岩,15.38,35.36,自动,欧V,1.6L,2023-11-28,2024-1,2024-1,0,156,L4,中型车,95,前置后驱,奔驰
沃尔沃XC60(进口) 2013款 T5 舒适版,10.0,2013-01,龙岩,5.28,44.49,自动,欧V+OBD,2L,2023-08-19,2024-01,2024-01,0,240,L4,中型SUV,95,前置前驱,沃尔沃
奥迪Q5L 2020款 40 TFSI 荣享时尚型,5.0,2020-09,龙岩,25.98,45.13,自动,国VI,2L,2023-12-05,2024-09,2024-09,0,190,L4,中型SUV,95,前置四驱,奥迪
奥迪Q7 2016款 45 TFSI S line运动型,14.0,2017-01,龙岩,31.8,98.76,自动,国V,3L,2023-10-27,2024-01,2024-01,1,333,V6,中大型SUV,95,前置四驱,奥迪
坦克300 2021款 越野版 2.0T 征服者,3.0,2022-01,龙岩,18.9,23.21,自动,国VI,2L,2023-08-30,2024-01,2024-01,0,227,L4,紧凑型SUV,92,前置四驱,坦克
宝马7系 2021款 740Li 领先型 M运动套装,6.0,2021-01,龙岩,58.88,101.82,自动,国VI,3L,2023-12-01,2025-01,2024-01,1,340,L6,大型车,95,前置后驱,宝马
奥迪Q7 2011款 3.0 TFSI 专享型(245kW),26.0,2011-04,龙岩,7.8,142.31,自动,国IV(国V),3L,2023-12-07,2024-04,2024-04,0,333,V6,中大型SUV,95,前置四驱,奥迪
奥迪A4(进口) 2020款 Avant 先锋派 40 TFSI 豪华动感型,4.0,2020-06,龙岩,23.0,40.03,自动,国VI,2L,2023-11-10,2024-06,2024-06,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q3 2018款 30周年年型 30 TFSI 风尚型,3.0,2018-05,龙岩,12.98,31.34,自动,国V,1.4L,2023-12-09,2024-05,2024-05,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
奥迪A7 2020款 45 TFSI 臻选型,4.8,2020-10,龙岩,43.88,66.52,自动,国VI,2L,2023-11-25,2024-10,2024-10,2,245,L4,中大型车,95,前置前驱,奥迪
保时捷911 2020款 Targa 4 3.0T,3.0,2021-09,龙岩,133.0,162.71,自动,国VI,3L,2023-09-28,2023-09,2023-09,0,385,H6,跑车,95,后置四驱,保时捷
宝马X7 2021款 xDrive40i 领先型豪华套装,6.0,2021-02,龙岩,69.8,108.55,自动,国VI,3L,2023-12-09,2025-02,2024-02,0,340,L6,大型SUV,95,前置四驱,宝马
奥迪S4 2018款 S4 3.0TFSI,10.0,2019-07,龙岩,26.88,49.91,自动,国V,3L,2023-11-22,2025-07,2024-07,3,354,V6,中型车,95,前置四驱,奥迪
天籁 2020款 2.0T XL Upper AD1 智享领航版,9.0,2020-03,龙岩,12.38,24.94,自动,国VI,2L,2023-10-11,2024-03,2024-03,1,252,L4,中型车,95,前置前驱,日产
雷克萨斯RX 2020款 改款 300 四驱典雅版,1.9,2022-03,龙岩,39.98,51.99,自动,国VI,2L,2023-12-04,2024-03,2024-03,1,231,L4,中大型SUV,95,前置四驱,雷克萨斯
马自达3 昂克赛拉 2020款 2.0L 自动质雅版,4.08,2020-10,龙岩,9.88,15.51,自动,国VI,2L,2023-10-02,2024-10,2023-10,0,158,L4,紧凑型车,92,前置前驱,马自达
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,6.0,2020-12,龙岩,33.98,49.37,自动,国VI,2L,2023-12-01,2024-12,2023-12,0,258,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC轿跑 2021款 GLC 260 4MATIC 轿跑SUV,4.5,2021-11,龙岩,33.8,50.02,自动,国VI,2L,2023-11-01,2023-11,2023-11,2,197,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2021款 S 400 L 商务型,4.8,2021-04,龙岩,72.88,97.67,自动,国VI,3L,2023-12-06,2025-04,2024-04,0,313,L6,大型车,95,前置后驱,奔驰
奔驰GLC 2016款 GLC 260 4MATIC 动感型,13.0,2016-06,龙岩,18.98,46.46,自动,欧V,2L,2023-12-05,2024-06,2024-06,3,211,L4,中型SUV,95,前置四驱,奔驰
奔驰A级 2019款 A 180 L 运动轿车,3.5,2019-07,龙岩,14.88,24.94,自动,国VI,1.3L,2023-09-26,2025-07,2024-07,1,136,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,6.0,2020-04,龙岩,31.8,45.89,自动,国VI,2L,2023-10-10,2024-04,2024-04,1,197,L4,中型SUV,95,前置四驱,奔驰
奔驰B级 2015款 B 200 时尚型,10.6,2016-12,龙岩,9.8,30.61,自动,欧V,1.6L,2023-07-15,2023-12,2023-12,0,156,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLC 2020款 GLC 260 L 4MATIC 动感型,6.0,2019-10,龙岩,29.98,42.64,自动,国VI,2L,2023-10-19,2023-10,2023-10,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2015款 C 300 运动版,10.9,2016-05,龙岩,15.88,49.82,自动,欧V,2L,2023-12-07,2024-05,2024-05,0,245,L4,中型车,95,前置后驱,奔驰
奔驰GLE 2015款 GLE 400 4MATIC,8.0,2016-05,龙岩,32.8,101.17,自动,欧V,3L,2023-10-15,2024-05,2024-05,2,333,V6,中大型SUV,95,前置四驱,奔驰
马自达6 2015款 2.0L 自动超豪华型,8.6,2015-09,龙岩,5.18,17.35,自动,国IV(国V),2L,2023-12-09,2024-09,2024-09,0,147,L4,中型车,92,前置前驱,马自达
奔驰GLC 2016款 GLC 260 4MATIC 动感型,13.0,2016-05,龙岩,18.98,46.46,自动,欧V,2L,2023-12-02,2024-05,2024-05,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰G级 2020款 G 350,6.0,2021-07,龙岩,138.0,155.20,自动,国VI,2L,2023-11-28,2025-07,2024-07,1,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,11.0,2015-05,龙岩,12.98,43.20,自动,欧V,2L,2023-11-15,2024-05,2024-05,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,7.0,2021-04,龙岩,33.58,46.65,自动,国VI,2L,2023-12-02,2024-4,2024-4,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰GLA 2016款 GLA 200 时尚型,6.0,2016-06,龙岩,10.58,31.46,自动,国V,1.6L,2023-08-18,2024-06,2024-06,1,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰B级 2015款 B 200 时尚型,13.0,2015-03,龙岩,7.28,30.61,自动,欧V,1.6L,2023-11-18,2024-03,2024-03,0,156,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLC 2018款 改款 GLC 260 4MATIC 动感型,8.0,2018-07,龙岩,22.98,46.65,自动,欧V,2L,2023-12-02,2024-07,2024-07,0,211,L4,中型SUV,95,前置四驱,奔驰
睿翼 2009款 2.5L 自动至尊版,13.0,2011-01,龙岩,3.98,24.94,自动,欧IV+OBD,2.5L,2023-07-18,2024-01,2024-01,3,169,L4,中型车,92,前置前驱,马自达
奔驰C级 2019款 C 260 L 运动版,7.0,2019-01,龙岩,21.88,38.08,自动,国VI,1.5L,2023-10-27,2025-01,2024-01,3,184,L4,中型车,95,前置后驱,奔驰
奔驰GLA AMG 2016款 AMG GLA 45 4MATIC,11.0,2016-10,龙岩,16.98,62.74,自动,国V,2L,2023-10-24,2023-10,2023-10,1,381,L4,紧凑型SUV,95,前置四驱,奔驰
奔驰CLS 2012款 CLS 300 CGI,13.0,2014-10,龙岩,15.8,83.36,自动,欧IV,3.5L,2023-11-22,2024-10,2024-10,1,252,V6,中大型车,95,前置后驱,奔驰
奔驰EQC 2020款 EQC 350 4MATIC,5.0,2020-10,龙岩,18.88,54.25,自动,纯电动,415km,2023-10-26,2024-10,2023-10,1,286,,中型SUV,,双电机四驱,奔驰
奔驰C级 2017款 C 180 L 运动版,11.0,2017-01,龙岩,15.38,35.36,自动,欧V,1.6L,2023-11-28,2024-1,2024-1,0,156,L4,中型车,95,前置后驱,奔驰
沃尔沃XC60(进口) 2013款 T5 舒适版,10.0,2013-01,龙岩,5.28,44.49,自动,欧V+OBD,2L,2023-08-19,2024-01,2024-01,0,240,L4,中型SUV,95,前置前驱,沃尔沃
奥迪Q5L 2020款 40 TFSI 荣享时尚型,5.0,2020-09,龙岩,25.98,45.13,自动,国VI,2L,2023-12-05,2024-09,2024-09,0,190,L4,中型SUV,95,前置四驱,奥迪
奥迪Q7 2016款 45 TFSI S line运动型,14.0,2017-01,龙岩,31.8,98.76,自动,国V,3L,2023-10-27,2024-01,2024-01,1,333,V6,中大型SUV,95,前置四驱,奥迪
坦克300 2021款 越野版 2.0T 征服者,3.0,2022-01,龙岩,18.9,23.21,自动,国VI,2L,2023-08-30,2024-01,2024-01,0,227,L4,紧凑型SUV,92,前置四驱,坦克
宝马7系 2021款 740Li 领先型 M运动套装,6.0,2021-01,龙岩,58.88,101.82,自动,国VI,3L,2023-12-01,2025-01,2024-01,1,340,L6,大型车,95,前置后驱,宝马
奥迪Q7 2011款 3.0 TFSI 专享型(245kW),26.0,2011-04,龙岩,7.8,142.31,自动,国IV(国V),3L,2023-12-07,2024-04,2024-04,0,333,V6,中大型SUV,95,前置四驱,奥迪
奥迪A4(进口) 2020款 Avant 先锋派 40 TFSI 豪华动感型,4.0,2020-06,龙岩,23.0,40.03,自动,国VI,2L,2023-11-10,2024-06,2024-06,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q3 2018款 30周年年型 30 TFSI 风尚型,3.0,2018-05,龙岩,12.98,31.34,自动,国V,1.4L,2023-12-09,2024-05,2024-05,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
宝马X7 2021款 xDrive40i 领先型豪华套装,6.0,2021-02,龙岩,69.8,108.55,自动,国VI,3L,2023-12-09,2025-02,2024-02,0,340,L6,大型SUV,95,前置四驱,宝马
奥迪S4 2018款 S4 3.0TFSI,10.0,2019-07,龙岩,26.88,49.91,自动,国V,3L,2023-11-22,2025-07,2024-07,3,354,V6,中型车,95,前置四驱,奥迪
天籁 2020款 2.0T XL Upper AD1 智享领航版,9.0,2020-03,龙岩,12.38,24.94,自动,国VI,2L,2023-10-11,2024-03,2024-03,1,252,L4,中型车,95,前置前驱,日产
焕驰 2020款 改款 1.4L 自动舒适天窗版,2.49,2021-11,龙岩,4.98,7.26,自动,国VI,1.4L,2023-10-27,2023-11,2023-11,0,95,L4,小型车,92,前置前驱,起亚
红旗HS7 2022款 3.0T 自动四驱智联旗领版 七座,1.35,2022-03,龙岩,26.99,50.29,自动,国VI,3L,2023-10-29,2024-03,2024-03,0,337,V6,中大型SUV,95,前置四驱,红旗
凯美瑞 2021款 2.5G 豪华版,2.6,2021-05,龙岩,16.9,23.86,自动,国VI,2.5L,2023-07-15,2025-05,2024-05,0,209,L4,中型车,92,前置前驱,丰田
雷克萨斯ES 2022款 200 卓越版,2.6,2022-01,龙岩,22.98,32.23,自动,国VI,2L,2023-11-15,2024-01,2024-01,0,173,L4,中大型车,92,前置前驱,雷克萨斯
保时捷911 2020款 Targa 4 3.0T,3.0,2021-09,龙岩,133.0,162.71,自动,国VI,3L,2023-09-28,2023-09,2023-09,0,385,H6,跑车,95,后置四驱,保时捷
昂科威 2021款 532T 两驱领先型,7.0,2021-03,龙岩,10.98,20.61,自动,国VI,1.5L,2023-12-08,2024-03,2024-03,0,169,L4,中型SUV,92,前置前驱,别克
Cayenne 2019款 Cayenne 3.0T,2.5,2021-02,龙岩,79.98,99.10,自动,国VI,3L,2023-10-24,2025-02,2024-02,0,340,V6,中大型SUV,95,前置四驱,保时捷
奥迪A4L 2013款 35 TFSI 自动标准型,14.0,2013-07,龙岩,8.18,33.63,自动,国IV+OBD,2L,2023-10-29,2024-07,2024-07,5,180,L4,中型车,95,前置前驱,奥迪
奥迪A4L 2019款 40 TFSI 时尚型 国V,8.5,2019-10,龙岩,17.38,36.45,自动,国V,2L,2023-12-01,2025-10,2024-10,1,190,L4,中型车,95,前置前驱,奥迪
奥迪A4L 2022款 40 TFSI 豪华动感型,0.4,2023-03,龙岩,25.58,37.32,自动,国VI,2L,2023-12-04,2025-03,2024-03,0,190,L4,中型车,95,前置前驱,奥迪
雷凌 2021款 185T CVT豪华版,3.0,2021-03,龙岩,8.3,14.09,自动,国VI,1.2L,2023-11-28,2025-03,2024-03,1,116,L4,紧凑型车,92,前置前驱,丰田
森林人 2013款 2.5i 自动尊贵版,13.0,2014-05,龙岩,5.9,32.33,自动,国IV(国V),2.5L,2023-08-07,2024-05,2024-05,1,171,H4,紧凑型SUV,92,前置四驱,斯巴鲁
古思特 2018款 6.6T 标准轴距版,6.9,2018-06,龙岩,283.0,488.46,自动,国V,6.6L,2023-08-05,2024-06,2024-06,0,571,V12,大型车,95,前置后驱,劳斯莱斯
骐达TIIDA 2021款 1.6L CVT智行版,1.0,2021-10,龙岩,8.58,13.45,自动,国VI,1.6L,2023-10-26,2023-10,2023-10,1,122,L4,紧凑型车,92,前置前驱,日产
奥迪A5 2012款 2.0TFSI Coupe,7.2,2012-03,龙岩,9.98,56.99,自动,欧IV+OBD,2L,2023-10-10,2023-3,2024-1,1,211,L4,中型车,95,前置前驱,奥迪
思域 2021款 HATCHBACK 220TURBO CVT潮酷控,3.0,2020-10,龙岩,10.98,16.60,自动,国VI,1.5L,2023-11-22,2024-10,2024-10,0,177,L4,紧凑型车,92,前置前驱,本田
起亚K3 2020款 1.5L CVT时尚版,1.1,2021-09,龙岩,7.68,12.46,自动,国VI,1.5L,2023-11-14,2025-9,2024-9,1,115,L4,紧凑型车,92,前置前驱,起亚
起亚K3 2019款 1.5L CVT智享互联版,4.4,2021-02,龙岩,5.98,12.57,自动,国VI,1.5L,2023-11-12,2025-02,2024-02,2,115,L4,紧凑型车,92,前置前驱,起亚
长城C30 2012款 1.5L 手动舒适型,10.0,2012-11,龙岩,1.38,7.00,手动,欧IV,1.5L,2023-11-12,2023-11,2023-11,1,106,L4,紧凑型车,92,前置前驱,长城
威驰FS 2021款 1.5L CVT锋驰版,0.7,2021-11,龙岩,6.88,9.31,自动,国VI,1.5L,2023-11-07,2023-11,2023-11,0,112,L4,小型车,92,前置前驱,丰田
迈凯伦720S 2019款 4.0T Spider,1.4,2020-07,龙岩,279.0,411.18,自动,国VI,4L,2023-07-22,2024-07,2023-07,0,720,V8,跑车,95,中置后驱,迈凯伦
宝马X5(进口) 2020款 xDrive30i X设计套装,8.0,2020-01,龙岩,44.88,75.97,自动,国VI,2L,2023-11-30,2024-01,2024-01,0,265,L4,中大型SUV,95,前置四驱,宝马
宝马3系 2020款 320Li M运动套装,9.0,2020-05,龙岩,20.88,34.62,自动,国VI,2L,2023-11-22,2024-05,2024-05,1,156,L4,中型车,95,前置后驱,宝马
宝马3系 2021款 改款 325Li M运动曜夜套装,5.9,2021-06,龙岩,27.98,39.72,自动,国VI,2L,2023-12-02,2024-6,2024-6,0,184,L4,中型车,95,前置后驱,宝马
途昂X 2020款 380TSI 四驱尊崇豪华版,7.5,2021-02,龙岩,22.38,37.98,自动,国VI,2L,2023-11-25,2024-2,2024-2,0,220,L4,中大型SUV,95,前置四驱,大众
唐 2018款 2.0T 自动智联尊贵型 7座 国V,8.0,2019-06,龙岩,7.98,16.27,自动,国V,2L,2023-11-24,2025-06,2024-06,1,205,L4,中型SUV,92,前置前驱,比亚迪
雷克萨斯ES 2021款 300h 行政版,4.5,2022-03,龙岩,38.8,53.07,自动,国VI,2.5L,2023-11-29,2024-03,2024-03,0,178,L4,中大型车,92,前置前驱,雷克萨斯
宝马5系 2020款 530Li 领先型 M运动套装,11.2,2020-07,龙岩,28.88,50.68,自动,国VI,2L,2023-11-01,2024-07,2024-07,1,252,L4,中大型车,95,前置后驱,宝马
宝马X3 2022款 xDrive30i 领先型 M曜夜套装,0.5,2022-10,龙岩,34.98,47.41,自动,国VI,2L,2023-12-02,2024-10,2024-10,0,252,L4,中型SUV,95,前置四驱,宝马
Model Y 2022款 后轮驱动版,2.0,2022-02,龙岩,22.98,34.40,自动,纯电动,545km,2023-11-26,2024-02,2024-02,0,264,,中型SUV,,后置后驱,特斯拉
雷克萨斯ES 2018款 200 卓越版 国V,10.0,2019-05,龙岩,19.98,30.28,自动,国V,2L,2023-11-22,2025-05,2024-05,0,167,L4,中大型车,92,前置前驱,雷克萨斯
朗动 2012款 1.6L 自动领先型,10.0,2013-08,龙岩,3.98,13.66,自动,国IV(国V),1.6L,2023-11-14,2024-08,2024-08,0,128,L4,紧凑型车,92,前置前驱,现代
轩逸 2019款 经典 1.6XE+ CVT智联豪华版,6.6,2018-11,龙岩,5.3,12.84,自动,国V,1.6L,2023-11-29,2024-11,2024-11,2,124,L4,紧凑型车,92,前置前驱,日产
帕杰罗(进口) 2019款 3.0L 自动标准版,5.0,2020-08,龙岩,21.98,37.97,自动,国V,3L,2023-10-22,2024-08,2024-08,0,174,V6,中大型SUV,92,前置四驱,三菱
帝豪 2015款 三厢 1.5L CVT向上版,10.4,2015-01,龙岩,2.95,9.86,自动,国V,1.5L,2023-11-24,2024-01,2024-01,1,109,L4,紧凑型车,92,前置前驱,吉利汽车
五菱荣光新卡 2019款 1.8L单排国VI LJ479Q6,2.5,2021-04,龙岩,5.28,5.84,手动,国VI,1.8L,2023-11-15,2025-04,2024-04,0,125,L4,微卡,92,中置后驱,五菱汽车
秦新能源 2019款 出行版,9.0,2021-02,龙岩,6.5,18.97,自动,纯电动,400km,2023-11-25,2025-02,2024-02,0,136,,紧凑型车,,前置前驱,比亚迪
比亚迪F3 2014款 1.5L 自动豪华型,9.0,2016-05,龙岩,1.98,6.94,自动,国IV(国V),1.5L,2023-11-18,2024-5,2024-5,0,109,L4,紧凑型车,92,前置前驱,比亚迪
雷克萨斯ES 2021款 300h 卓越版,5.3,2021-03,龙岩,28.88,41.13,自动,国VI,2.5L,2023-07-18,2025-03,2024-03,0,178,L4,中大型车,92,前置前驱,雷克萨斯
MINI 2022款 1.5T COOPER CABRIO Sidewalk,1.2,2022-04,龙岩,25.88,36.45,自动,国VI,1.5L,2023-12-04,2024-04,2024-04,0,136,L3,小型车,95,前置前驱,MINI
California T 2015款 3.9T 标准型,3.8,2016-01,龙岩,112.8,335.19,自动,国V,3.9L,2023-11-26,2024-01,2024-01,0,560,V8,跑车,98,前置后驱,法拉利
缤智 2020款 1.5L CVT先锋版,2.3,2020-10,龙岩,9.46,15.07,自动,国VI,1.5L,2023-11-05,2024-10,2024-10,0,131,L4,小型SUV,92,前置前驱,本田
迈凯伦540C 2015款 3.8T Coupe,2.2,2017-11,龙岩,118.8,295.25,自动,欧V,3.8L,2023-11-21,2023-11,2023-11,0,540,V8,跑车,95,中置后驱,迈凯伦
本田UR-V 2017款 370TURBO 四驱尊享版 国V,3.5,2017-08,龙岩,16.8,31.78,自动,国V,2L,2023-11-27,2024-08,2024-08,0,272,L4,中型SUV,92,前置四驱,本田
迈凯伦GT 2019款 4.0T 标准型,0.9,2021-07,龙岩,155.0,226.65,自动,国VI,4L,2023-08-06,2025-07,2024-07,0,620,V8,跑车,95,中置后驱,迈凯伦
California T 2015款 3.9T 标准型,2.5,2015-04,龙岩,96.0,335.19,自动,国V,3.9L,2023-12-09,2024-04,2024-04,0,560,V8,跑车,98,前置后驱,法拉利
天籁 2014款 2.0L XL Upper科技版,15.0,2014-09,龙岩,6.48,20.78,自动,国IV(国V),2L,2023-11-30,2024-9,2024-9,3,141,L4,中型车,92,前置前驱,日产
奇骏 2017款 2.0L CVT舒适版 2WD,9.0,2018-05,龙岩,9.98,21.36,自动,国V,2L,2023-11-27,2024-05,2024-05,1,150,L4,紧凑型SUV,92,前置前驱,日产
昕锐 2016款 1.6L 自动创行版,10.0,2015-10,龙岩,3.68,11.50,自动,国IV(国V),1.6L,2023-10-18,2023-10,2023-10,1,110,L4,紧凑型车,92,前置前驱,斯柯达
皇冠 2011款 2.5L Royal 真皮天窗特别版,16.2,2011-07,龙岩,9.38,37.42,自动,国IV(国V),2.5L,2023-12-01,2024-07,2024-07,1,193,V6,中大型车,92,前置后驱,丰田
骐达TIIDA 2019款 1.6L CVT酷动版 国VI,6.0,2019-11,龙岩,7.98,12.36,自动,国VI,1.6L,2023-11-22,2023-11,2023-11,1,126,L4,紧凑型车,92,前置前驱,日产
Model Y 2022款 后轮驱动版,3.1,2022-01,龙岩,20.38,34.40,自动,纯电动,545km,2023-12-03,2024-01,2024-01,0,264,,中型SUV,,后置后驱,特斯拉
宝马3系 2014款 320Li 豪华设计套装,9.9,2014-10,龙岩,10.98,43.72,自动,国IV(国V),2L,2023-11-25,2024-10,2023-10,2,184,L4,中型车,95,前置后驱,宝马
Model Y 2021款 标准续航后驱版,0.8,2021-11,龙岩,22.2,31.67,自动,纯电动,525km,2023-12-02,2025-11,2024-11,0,299,,中型SUV,,后置后驱,特斯拉
宝马3系GT 2013款 328i 风尚设计套装,9.0,2014-05,龙岩,11.98,57.75,自动,欧IV,2L,2023-10-16,2024-05,2024-05,2,245,L4,中型车,95,前置后驱,宝马
领克01 2019款 2.0T 两驱耀Pro版 国V,6.0,2020-01,龙岩,9.98,19.52,自动,国V,2L,2023-09-23,2024-01,2024-01,0,190,L4,紧凑型SUV,95,前置前驱,领克
埃尔法 2018款 改款 3.5L 尊贵版,10.6,2019-11,龙岩,76.88,89.33,自动,国V,3.5L,2023-12-03,2025-11,2024-11,2,301,V6,,95,前置前驱,丰田
奇骏 2017款 2.0L CVT舒适版 2WD,9.73,2018-01,龙岩,9.9,21.36,自动,国V,2L,2023-11-17,2024-05,2024-01,1,150,L4,紧凑型SUV,92,前置前驱,日产
牧马人 2015款 3.0L Sahara 四门版,10.0,2015-09,龙岩,16.3,47.75,自动,国IV(国V),3L,2023-06-25,2023-09,2023-09,3,234,V6,中型SUV,92,前置四驱,Jeep
smart fortwo 2018款 1.0L 52千瓦硬顶激情版 国V,3.4,2018-08,龙岩,7.88,13.44,自动,国V,1L,2023-10-03,2024-08,2024-08,1,71,L3,微型车,95,后置后驱,smart
宝马7系 2016款 730Li 豪华型,11.0,2016-08,龙岩,33.98,111.59,自动,欧VI,2L,2023-11-23,2024-08,2024-08,1,258,L4,大型车,95,前置后驱,宝马
添越 2016款 6.0T 标准版,7.8,2017-03,龙岩,139.9,432.02,自动,欧VI,6L,2023-12-06,2024-03,2024-03,0,608,W12,中大型SUV,95,前置四驱,宾利
