车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
九龙A4 2018款 2.0T标准型,12.3,2018-11,泉州,4.99,16.59,手动,国V,2L,2023-12-02,2024-11,2024-11,0,143,L4,轻客,92,中置后驱,九龙
风骏5 2013款 2.8T欧洲版 两驱领航型大双排GW2.8TC,17.85,2015-03,泉州,2.99,10.94,手动,国IV,2.8L,2023-12-03,2024-03,2024-03,0,92,L4,皮卡,0,前置后驱,长城
奔驰GLB 2022款 GLB 200 时尚型,0.87,2022-04,泉州,22.8,35.69,自动,国VI,1.3L,2023-12-01,2024-04,2024-04,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,2.7,2021-10,泉州,32.8,43.18,自动,国VI,2L,2023-11-03,2025-10,2024-10,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2020款 S 350 L 尊享型 臻藏版,2.4,2020-11,泉州,69.8,103.10,自动,国VI,3L,2023-12-08,2024-11,2023-11,1,299,L6,大型车,95,前置后驱,奔驰
奔驰GLB 2022款 改款二 GLB 200 时尚型,0.8,2022-05,泉州,22.8,33.75,自动,国VI,1.3L,2023-12-01,2024-05,2024-05,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰GLB 2022款 GLB 200 时尚型,1.1,2022-04,泉州,22.8,35.69,自动,国VI,1.3L,2023-12-01,2024-04,2024-04,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
奥迪A3 2016款 Limousine 35 TFSI 风尚型,8.0,2016-06,泉州,7.95,25.17,自动,国IV(国V),1.4L,2023-12-09,2024-06,2024-06,0,150,L4,紧凑型车,95,前置前驱,奥迪
迈巴赫S级 2023款 S 580 4MATIC,0.01,2023-11,泉州,289.0,270.07,自动,国VI,4L,2023-11-10,2025-11,2023-11,0,503,V8,大型车,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,4.6,2021-01,泉州,41.8,54.03,自动,国VI,2L,2023-10-09,2025-01,2024-01,0,258,L4,中大型车,95,前置后驱,奔驰
雷克萨斯RX 2016款 300 两驱精英版 国V,9.0,2017-12,泉州,21.8,42.33,自动,国V,2L,2023-08-13,2023-12,2023-12,1,238,L4,中大型SUV,95,前置前驱,雷克萨斯
奔驰S级 2020款 S 450 L 4MATIC 臻藏版,2.7,2021-01,泉州,85.9,130.45,自动,国VI,3L,2023-11-03,2025-01,2024-01,0,367,L6,大型车,95,前置四驱,奔驰
奔驰S级 2021款 S 450 L 4MATIC,2.29,2022-02,泉州,98.3,136.64,自动,国VI,3L,2023-12-04,2024-02,2024-02,0,367,L6,大型车,95,前置四驱,奔驰
奔驰A级 2021款 改款 A 180 L 运动轿车,3.8,2021-02,泉州,16.8,25.27,自动,国VI,1.3L,2023-09-04,2025-02,2024-02,0,136,L4,紧凑型车,95,前置前驱,奔驰
奔驰CLS 2021款 CLS 300 豪华型,2.9,2022-02,泉州,49.8,74.98,自动,国VI,2L,2023-11-08,2024-02,2024-02,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLE 2022款 GLE 350 4MATIC 时尚型,2.3,2022-05,泉州,59.9,79.87,自动,国VI,2L,2023-12-02,2024-05,2024-05,0,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,7.2,2020-07,泉州,52.8,79.00,自动,国VI,2L,2023-11-08,2024-07,2024-07,1,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰S级 2014款 S 500 L 4MATIC,10.0,2016-05,泉州,,,自动,欧V,4.7L,2023-04-25,2023-5,2023-5,3,435,V8,大型车,95,前置四驱,奔驰
奔驰S级 2017款 S 320 L 商务型升级版,5.3,2017-07,泉州,55.8,101.82,自动,欧V,3L,2023-10-18,2024-07,2024-07,0,272,V6,大型车,95,前置后驱,奔驰
奔驰E级 2020款 E 300 L 豪华型,6.1,2020-04,泉州,37.5,53.49,自动,国VI,2L,2023-10-12,2024-04,2024-04,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰S级 2019款 S 450 L 4MATIC,3.7,2020-04,泉州,77.8,130.45,自动,欧V,3L,2023-11-22,2024-04,2024-04,0,367,V6,大型车,95,前置四驱,奔驰
奔驰E级(进口) 2021款 改款 E 260 轿跑车,0.7,2022-10,泉州,46.5,57.62,自动,国VI,2L,2023-11-16,2024-10,2024-10,0,197,L4,中大型车,95,前置后驱,奔驰
迈巴赫S级 2016款 S 400 4MATIC,9.6,2016-09,泉州,68.8,159.35,自动,欧V,3L,2023-11-28,2024-09,2024-09,0,333,V6,大型车,95,前置四驱,奔驰
奔驰S级 2022款 S 450 L 4MATIC,3.6,2022-03,泉州,94.0,134.48,自动,国VI,2.5L,2023-12-01,2024-03,2024-03,0,367,L6,大型车,95,前置四驱,奔驰
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,9.6,2018-03,泉州,23.8,48.52,自动,欧V,2L,2023-12-06,2024-03,2024-03,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2014款 S 320 L 商务型,9.5,2015-02,泉州,40.2,101.82,自动,欧V,3L,2023-10-08,2024-02,2024-02,1,272,V6,大型车,95,前置后驱,奔驰
奔驰GLS 2022款 改款 GLS 450 4MATIC 时尚型,2.1,2022-10,泉州,98.6,129.82,自动,国VI,3L,2023-11-22,2024-10,2023-10,0,367,L6,大型SUV,95,前置四驱,奔驰
奔驰GLS 2022款 GLS 450 4MATIC 时尚型,2.6,2022-08,泉州,96.9,125.33,自动,国VI,3L,2023-11-22,2024-08,2024-08,0,367,L6,大型SUV,95,前置四驱,奔驰
奔驰C级 2015款 C 200 L 运动型,9.6,2014-10,泉州,14.5,40.05,自动,欧V,2L,2023-11-18,2024-10,2024-10,1,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2022款 C 260 L 运动版,2.8,2022-08,泉州,29.8,38.12,自动,国VI,1.5L,2023-09-14,2024-08,2024-08,1,204,L4,中型车,95,前置后驱,奔驰
奔驰S级 2016款 S 320 L 豪华型,12.0,2017-06,泉州,,,自动,欧V,3L,2023-11-30,2024-6,2024-6,3,272,V6,大型车,95,前置后驱,奔驰
奔驰GLS 2022款 改款二 GLS 450 4MATIC 豪华型,0.97,2022-09,泉州,109.6,144.26,自动,国VI,3L,2023-11-22,2024-09,2024-09,0,367,L6,大型SUV,95,前置四驱,奔驰
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,5.0,2020-03,泉州,31.8,48.61,自动,国VI,2L,2023-12-08,2024-03,2024-03,0,258,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2020款 E 300 L 时尚型,6.5,2020-01,泉州,33.8,50.56,自动,国VI,2L,2023-08-28,2024-01,2024-01,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2021款 E 300 L 运动豪华型,5.7,2021-04,泉州,37.8,54.03,自动,国VI,2L,2023-10-09,2025-04,2024-04,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2020款 GLC 260 L 4MATIC 豪华型,4.5,2020-06,泉州,32.2,45.89,自动,国VI,2L,2023-11-30,2024-06,2024-06,1,197,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2016款 C 200 L 运动型,10.4,2016-03,泉州,15.98,38.40,自动,欧V,2L,2023-11-26,2024-05,2024-05,1,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,4.8,2021-03,泉州,32.98,43.18,自动,国VI,2L,2023-11-16,2025-03,2024-03,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2020款 GLC 260 L 4MATIC 豪华型,4.3,2020-03,泉州,32.8,45.89,自动,国VI,2L,2023-11-27,2024-03,2024-03,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,5.5,2021-04,泉州,39.8,54.03,自动,国VI,2L,2023-10-09,2025-04,2024-04,0,258,L4,中大型车,95,前置后驱,奔驰
马自达CX-30 2020款 2.0L 自动质悦型,1.4,2021-02,泉州,9.28,15.62,自动,国VI,2L,2023-11-12,2025-02,2024-02,0,158,L4,小型SUV,92,前置前驱,马自达
奔驰GLE轿跑 AMG 2020款 AMG GLE 53 4MATIC+ 轿跑SUV,4.4,2021-03,泉州,69.0,111.67,自动,国VI,3L,2023-11-30,2025-03,2024-03,0,435,L6,中大型SUV,95,前置四驱,奔驰
奔驰GLC 2021款 GLC 300 L 4MATIC 豪华型,3.2,2021-05,泉州,,,自动,国VI,2L,2023-12-01,2025-05,2024-05,1,258,L4,中型SUV,95,前置四驱,奔驰
奔驰GLE 2018款 GLE 320 4MATIC 动感型臻藏版,5.6,2018-01,泉州,38.8,81.39,自动,欧V,3L,2023-12-07,2024-01,2024-01,1,272,V6,中大型SUV,95,前置四驱,奔驰
奔驰E级 2019款 E 300 L 运动时尚型,9.5,2018-11,泉州,,,自动,国VI,2L,2023-11-27,2024-11,2023-11,1,245,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2022款 E 300 L 运动时尚型,4.2,2022-10,泉州,39.8,52.09,自动,国VI,2L,2023-11-27,2024-10,2023-10,0,258,L4,中大型车,95,前置后驱,奔驰
古思特 2021款 6.7T 长轴距版,0.57,2022-07,泉州,489.0,593.75,自动,国VI,6.7L,2023-11-21,2024-07,2024-07,0,571,V12,大型车,95,前置四驱,劳斯莱斯
迈巴赫S级 2021款 S 480 4MATIC,2.4,2021-05,泉州,,,自动,国VI,3L,2023-12-04,2025-05,2024-05,0,367,L6,大型车,95,前置四驱,奔驰
迈巴赫S级 2023款 S 480 4MATIC,1.8,2023-01,泉州,143.9,159.35,自动,国VI,3L,2023-11-29,2025-01,2024-01,1,367,L6,大型车,95,前置四驱,奔驰
Panamera 2021款 Panamera 行政加长版 2.9T,2.3,2020-12,泉州,93.8,123.53,自动,国VI,2.9L,2023-11-18,2024-12,2023-12,0,330,V6,大型车,95,前置后驱,保时捷
飞驰 2017款 4.0T V8 S 标准版,5.2,2020-04,泉州,159.9,323.47,自动,欧VI,4L,2023-11-22,2024-04,2024-04,0,528,V8,大型车,98,前置四驱,宾利
宝马5系 2023款 530Li 领先型 M运动套装,0.6,2023-01,泉州,40.5,51.61,自动,国VI,2L,2023-11-18,2025-01,2024-01,0,245,L4,中大型车,95,前置后驱,宝马
迈巴赫S级 2021款 S 480 4MATIC,1.7,2022-09,泉州,135.8,159.35,自动,国VI,3L,2023-11-22,2024-09,2024-09,0,367,L6,大型车,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 时尚型,3.7,2021-04,泉州,39.98,50.78,自动,国VI,2L,2023-09-22,2025-04,2024-04,1,258,L4,中大型车,95,前置后驱,奔驰
九龙A4 2018款 2.0T标准型,12.3,2018-11,泉州,4.99,16.59,手动,国V,2L,2023-12-02,2024-11,2024-11,0,143,L4,轻客,92,中置后驱,九龙
风骏5 2013款 2.8T欧洲版 两驱领航型大双排GW2.8TC,17.85,2015-03,泉州,2.99,10.94,手动,国IV,2.8L,2023-12-03,2024-03,2024-03,0,92,L4,皮卡,0,前置后驱,长城
奔驰GLB 2022款 GLB 200 时尚型,0.87,2022-04,泉州,22.8,35.69,自动,国VI,1.3L,2023-12-01,2024-04,2024-04,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,2.7,2021-10,泉州,32.8,43.18,自动,国VI,2L,2023-11-03,2025-10,2024-10,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2020款 S 350 L 尊享型 臻藏版,2.4,2020-11,泉州,69.8,103.10,自动,国VI,3L,2023-12-08,2024-11,2023-11,1,299,L6,大型车,95,前置后驱,奔驰
奔驰GLB 2022款 改款二 GLB 200 时尚型,0.8,2022-05,泉州,22.8,33.75,自动,国VI,1.3L,2023-12-01,2024-05,2024-05,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰GLB 2022款 GLB 200 时尚型,1.1,2022-04,泉州,22.8,35.69,自动,国VI,1.3L,2023-12-01,2024-04,2024-04,1,163,L4,紧凑型SUV,95,前置前驱,奔驰
奥迪A3 2016款 Limousine 35 TFSI 风尚型,8.0,2016-06,泉州,7.95,25.17,自动,国IV(国V),1.4L,2023-12-09,2024-06,2024-06,0,150,L4,紧凑型车,95,前置前驱,奥迪
迈巴赫S级 2023款 S 580 4MATIC,0.01,2023-11,泉州,289.0,270.07,自动,国VI,4L,2023-11-10,2025-11,2023-11,0,503,V8,大型车,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,4.6,2021-01,泉州,41.8,54.03,自动,国VI,2L,2023-10-09,2025-01,2024-01,0,258,L4,中大型车,95,前置后驱,奔驰
雷克萨斯RX 2016款 300 两驱精英版 国V,9.0,2017-12,泉州,21.8,42.33,自动,国V,2L,2023-08-13,2023-12,2023-12,1,238,L4,中大型SUV,95,前置前驱,雷克萨斯
奔驰S级 2020款 S 450 L 4MATIC 臻藏版,2.7,2021-01,泉州,85.9,130.45,自动,国VI,3L,2023-11-03,2025-01,2024-01,0,367,L6,大型车,95,前置四驱,奔驰
奔驰S级 2021款 S 450 L 4MATIC,2.29,2022-02,泉州,98.3,136.64,自动,国VI,3L,2023-12-04,2024-02,2024-02,0,367,L6,大型车,95,前置四驱,奔驰
奔驰A级 2021款 改款 A 180 L 运动轿车,3.8,2021-02,泉州,16.8,25.27,自动,国VI,1.3L,2023-09-04,2025-02,2024-02,0,136,L4,紧凑型车,95,前置前驱,奔驰
奔驰CLS 2021款 CLS 300 豪华型,2.9,2022-02,泉州,49.8,74.98,自动,国VI,2L,2023-11-08,2024-02,2024-02,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLE 2022款 GLE 350 4MATIC 时尚型,2.3,2022-05,泉州,59.9,79.87,自动,国VI,2L,2023-12-02,2024-05,2024-05,0,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,7.2,2020-07,泉州,52.8,79.00,自动,国VI,2L,2023-11-08,2024-07,2024-07,1,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰S级 2014款 S 500 L 4MATIC,10.0,2016-05,泉州,,,自动,欧V,4.7L,2023-04-25,2023-5,2023-5,3,435,V8,大型车,95,前置四驱,奔驰
奔驰S级 2017款 S 320 L 商务型升级版,5.3,2017-07,泉州,55.8,101.82,自动,欧V,3L,2023-10-18,2024-07,2024-07,0,272,V6,大型车,95,前置后驱,奔驰
奔驰E级 2020款 E 300 L 豪华型,6.1,2020-04,泉州,37.5,53.49,自动,国VI,2L,2023-10-12,2024-04,2024-04,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰S级 2019款 S 450 L 4MATIC,3.7,2020-04,泉州,77.8,130.45,自动,欧V,3L,2023-11-22,2024-04,2024-04,0,367,V6,大型车,95,前置四驱,奔驰
奔驰E级(进口) 2021款 改款 E 260 轿跑车,0.7,2022-10,泉州,46.5,57.62,自动,国VI,2L,2023-11-16,2024-10,2024-10,0,197,L4,中大型车,95,前置后驱,奔驰
迈巴赫S级 2016款 S 400 4MATIC,9.6,2016-09,泉州,68.8,159.35,自动,欧V,3L,2023-11-28,2024-09,2024-09,0,333,V6,大型车,95,前置四驱,奔驰
奔驰S级 2022款 S 450 L 4MATIC,3.6,2022-03,泉州,94.0,134.48,自动,国VI,2.5L,2023-12-01,2024-03,2024-03,0,367,L6,大型车,95,前置四驱,奔驰
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,9.6,2018-03,泉州,23.8,48.52,自动,欧V,2L,2023-12-06,2024-03,2024-03,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2014款 S 320 L 商务型,9.5,2015-02,泉州,40.2,101.82,自动,欧V,3L,2023-10-08,2024-02,2024-02,1,272,V6,大型车,95,前置后驱,奔驰
奔驰GLS 2022款 改款 GLS 450 4MATIC 时尚型,2.1,2022-10,泉州,98.6,129.82,自动,国VI,3L,2023-11-22,2024-10,2023-10,0,367,L6,大型SUV,95,前置四驱,奔驰
奔驰GLS 2022款 GLS 450 4MATIC 时尚型,2.6,2022-08,泉州,96.9,125.33,自动,国VI,3L,2023-11-22,2024-08,2024-08,0,367,L6,大型SUV,95,前置四驱,奔驰
奔驰C级 2015款 C 200 L 运动型,9.6,2014-10,泉州,14.5,40.05,自动,欧V,2L,2023-11-18,2024-10,2024-10,1,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2022款 C 260 L 运动版,2.8,2022-08,泉州,29.8,38.12,自动,国VI,1.5L,2023-09-14,2024-08,2024-08,1,204,L4,中型车,95,前置后驱,奔驰
奔驰S级 2016款 S 320 L 豪华型,12.0,2017-06,泉州,,,自动,欧V,3L,2023-11-30,2024-6,2024-6,3,272,V6,大型车,95,前置后驱,奔驰
奔驰GLS 2022款 改款二 GLS 450 4MATIC 豪华型,0.97,2022-09,泉州,109.6,144.26,自动,国VI,3L,2023-11-22,2024-09,2024-09,0,367,L6,大型SUV,95,前置四驱,奔驰
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,5.0,2020-03,泉州,31.8,48.61,自动,国VI,2L,2023-12-08,2024-03,2024-03,0,258,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2020款 E 300 L 时尚型,6.5,2020-01,泉州,33.8,50.56,自动,国VI,2L,2023-08-28,2024-01,2024-01,1,258,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2021款 E 300 L 运动豪华型,5.7,2021-04,泉州,37.8,54.03,自动,国VI,2L,2023-10-09,2025-04,2024-04,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2020款 GLC 260 L 4MATIC 豪华型,4.5,2020-06,泉州,32.2,45.89,自动,国VI,2L,2023-11-30,2024-06,2024-06,1,197,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2016款 C 200 L 运动型,10.4,2016-03,泉州,15.98,38.40,自动,欧V,2L,2023-11-26,2024-05,2024-05,1,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,4.8,2021-03,泉州,32.98,43.18,自动,国VI,2L,2023-11-16,2025-03,2024-03,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2020款 GLC 260 L 4MATIC 豪华型,4.3,2020-03,泉州,32.8,45.89,自动,国VI,2L,2023-11-27,2024-03,2024-03,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,5.5,2021-04,泉州,39.8,54.03,自动,国VI,2L,2023-10-09,2025-04,2024-04,0,258,L4,中大型车,95,前置后驱,奔驰
马自达CX-30 2020款 2.0L 自动质悦型,1.4,2021-02,泉州,9.28,15.62,自动,国VI,2L,2023-11-12,2025-02,2024-02,0,158,L4,小型SUV,92,前置前驱,马自达
奔驰GLE轿跑 AMG 2020款 AMG GLE 53 4MATIC+ 轿跑SUV,4.4,2021-03,泉州,69.0,111.67,自动,国VI,3L,2023-11-30,2025-03,2024-03,0,435,L6,中大型SUV,95,前置四驱,奔驰
奔驰GLC 2021款 GLC 300 L 4MATIC 豪华型,3.2,2021-05,泉州,,,自动,国VI,2L,2023-12-01,2025-05,2024-05,1,258,L4,中型SUV,95,前置四驱,奔驰
奔驰GLE 2018款 GLE 320 4MATIC 动感型臻藏版,5.6,2018-01,泉州,38.8,81.39,自动,欧V,3L,2023-12-07,2024-01,2024-01,1,272,V6,中大型SUV,95,前置四驱,奔驰
奔驰E级 2019款 E 300 L 运动时尚型,9.5,2018-11,泉州,,,自动,国VI,2L,2023-11-27,2024-11,2023-11,1,245,L4,中大型车,95,前置后驱,奔驰
奔驰G级 2017款 G 350 d,1.7,2018-04,泉州,103.9,133.38,自动,欧V,3L,2023-11-22,2024-04,2024-04,0,245,V6,中大型SUV,0,前置四驱,奔驰
奔驰S级 2010款 S 300 L 豪华型,16.0,2009-11,泉州,11.8,120.27,自动,欧IV,3L,2023-10-12,2023-11,2023-11,3,231,V6,大型车,95,前置后驱,奔驰
威霆 2021款 2.0T 商务版 7座,2.8,2022-02,泉州,,,自动,国VI,2L,2023-12-07,2024-02,2024-02,0,211,L4,,95,前置后驱,奔驰
奔驰GLE 2021款 GLE 450 4MATIC 豪华型,2.8,2021-02,泉州,,,自动,国VI,2.5L,2023-12-07,2025-02,2024-02,0,367,L6,中大型SUV,95,前置四驱,奔驰
奔驰E级 2020款 E 300 L 豪华型,6.0,2020-08,泉州,37.28,53.49,自动,国VI,2L,2023-12-01,2024-08,2024-08,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰G级AMG 2023款 AMG G 63,0.5,2023-03,泉州,,,自动,国VI,4L,2023-11-22,2025-03,2024-03,0,585,V8,中大型SUV,95,前置四驱,奔驰
奔驰E级 2020款 改款 E 300 L 殊享版,4.0,2020-07,泉州,37.2,54.25,自动,国VI,2L,2023-11-29,2024-07,2024-07,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰S级 2022款 改款 S 450 L 4MATIC,1.7,2022-08,泉州,,,自动,国VI,2.5L,2023-12-07,2024-08,2024-08,0,367,L6,大型车,95,前置四驱,奔驰
马自达3 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,6.0,2018-11,泉州,6.58,15.19,自动,国V,1.5L,2023-09-23,2024-11,2023-11,2,117,L4,紧凑型车,92,前置前驱,马自达
奔驰E级 2021款 改款 E 260 L 运动型,3.0,2021-11,泉州,,,自动,国VI,2L,2023-11-11,2023-11,2023-11,0,197,L4,中大型车,95,前置后驱,奔驰
奔驰C级 2018款 C 200 L 运动版,6.0,2018-04,泉州,18.8,38.08,自动,欧V,2L,2023-11-23,2024-04,2024-04,0,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,3.0,2021-02,泉州,35.8,49.37,自动,国VI,2L,2023-08-11,2025-02,2024-02,1,258,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2016款 GLC 200 4MATIC,9.8,2016-03,泉州,18.8,42.98,自动,欧V,2L,2023-10-05,2024-03,2024-03,1,184,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2018款 C 200 L 运动版,10.0,2018-03,泉州,18.8,38.08,自动,欧V,2L,2023-10-16,2024-03,2024-03,1,184,L4,中型车,95,前置后驱,奔驰
奔驰R级 2009款 R 300 L 豪华型,16.0,2009-10,泉州,6.38,83.36,自动,欧IV,3L,2023-11-11,2024-10,2024-10,0,231,V6,,95,前置后驱,奔驰
奥迪A8 2022款 A8L Horch创始人版 经典型,1.2,2022-09,泉州,,,自动,国VI,3L,2023-11-22,2024-09,2024-09,0,340,V6,大型车,95,前置四驱,奥迪
奔驰E级(进口) 2019款 E 200 运动型,7.0,2018-11,泉州,,,自动,欧V,2L,2023-10-09,2024-11,2023-11,0,184,L4,中大型车,95,前置后驱,奔驰
奔驰M级 2014款 ML 400 4MATIC豪华型,12.2,2017-05,泉州,27.5,108.33,自动,欧V,3L,2023-10-16,2024-05,2024-05,1,333,V6,中大型SUV,95,前置四驱,奔驰
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,6.6,2018-02,泉州,24.8,48.52,自动,欧V,2L,2023-07-22,2024-02,2024-02,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,7.7,2019-10,泉州,14.98,28.74,自动,国VI,1.3L,2023-11-28,2025-10,2024-10,0,163,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLK级 2013款 改款 GLK 300 4MATIC 时尚型,11.0,2014-08,泉州,,,自动,欧V,3L,2023-09-19,2024-08,2024-08,1,245,V6,中型SUV,95,前置四驱,奔驰
奥迪A5 2021款 Sportback 40 TFSI 时尚动感型,3.0,2021-03,泉州,27.8,40.36,自动,国VI,2L,2023-12-01,2025-03,2024-03,0,204,L4,中型车,95,前置前驱,奥迪
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,5.3,2018-03,泉州,24.98,48.52,自动,欧V,2L,2023-09-21,2024-03,2024-03,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2017款 GLC 200 4MATIC,13.9,2017-05,泉州,19.8,42.98,自动,欧V,2L,2023-12-08,2024-05,2024-05,1,184,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2020款 改款 C 260 L 运动版,4.7,2020-11,泉州,24.58,37.64,自动,国VI,1.5L,2023-11-03,2024-11,2023-11,0,184,L4,中型车,95,前置后驱,奔驰
亚洲龙 2021款 2.5L 豪华版,3.4,2021-11,泉州,16.98,24.62,自动,国VI,2.5L,2023-11-06,2023-11,2023-11,1,209,L4,中型车,92,前置前驱,丰田
宝马5系(进口) 2022款 540i 风尚版 M运动套装,2.5,2022-09,泉州,47.0,65.01,自动,国VI,3L,2023-11-22,2024-09,2024-09,0,340,L6,中大型车,95,前置后驱,宝马
奔驰GLB 2021款 GLB 180 动感型,4.2,2021-10,泉州,19.5,31.78,自动,国VI,1.3L,2023-10-21,2023-10,2023-10,1,136,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰G级 2022款 G 350,2.4,2022-01,泉州,149.9,159.35,自动,国VI,2L,2023-11-22,2024-01,2024-01,0,258,L4,中大型SUV,95,前置四驱,奔驰
宝马5系 2021款 530Li 尊享型 豪华套装,6.4,2021-06,泉州,38.8,55.02,自动,国VI,2L,2023-11-13,2025-06,2024-06,0,252,L4,中大型车,95,前置后驱,宝马
宝马7系 2021款 740Li xDrive 行政型 豪华套装,4.2,2021-01,泉州,,,自动,国VI,3L,2023-11-28,2025-01,2024-01,1,340,L6,大型车,95,前置四驱,宝马
