车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
帝豪 2021款 UP 1.5L CVT向上版,2.0,2021-09,莆田,5.8,9.20,自动,国VI,1.5L,2023-12-07,2025-09,2024-09,0,109.0,L4,紧凑型车,92,前置前驱,吉利汽车
奥迪A4L 2019款 40 TFSI 时尚型 国V,4.9,2019-08,莆田,17.9,36.45,自动,国V,2L,2023-09-13,2025-08,2024-08,0,190.0,L4,中型车,95,前置前驱,奥迪
雷凌 2018款 185T CVT尊贵版 国V,3.0,2019-01,莆田,7.8,13.76,自动,国V,1.2L,2023-12-06,2024-1,2024-1,0,116.0,L4,紧凑型车,92,前置前驱,丰田
宝马7系 2018款 730Li 尊享型 M运动套装,12.0,2018-07,莆田,33.0,97.48,自动,欧VI,2L,2023-12-09,2024-07,2024-07,0,258.0,L4,大型车,95,前置后驱,宝马
奥迪TT 2015款 TT Coupe 45 TFSI quattro,7.3,2015-07,莆田,19.98,61.85,自动,欧V,2L,2023-07-27,2023-07,2023-07,2,230.0,L4,跑车,95,前置四驱,奥迪
捷豹XJ 2016款 XJL 3.0 SC 两驱典雅商务版,9.3,2017-09,莆田,24.8,97.48,自动,欧V,3L,2023-11-02,2024-09,2024-09,1,340.0,V6,大型车,95,前置后驱,捷豹
凯迪拉克CT5 2020款 28T 豪华型,5.8,2021-01,莆田,16.88,32.53,自动,国VI,2L,2023-11-13,2025-1,2024-1,1,241.0,L4,中型车,95,前置后驱,凯迪拉克
长安睿行M70 2019款 1.5L舒适型9座国VI平顶背掀门DAM15KL,3.0,2021-02,莆田,3.88,7.53,手动,国VI,1.5L,2023-12-07,2025-02,2024-02,0,116.0,L4,轻客,92,前置后驱,长安凯程
凯迪拉克CT5 2021款 28T 豪华型,3.2,2021-07,莆田,20.3,32.53,自动,国VI,2L,2023-11-02,2025-07,2024-07,0,237.0,L4,中型车,95,前置后驱,凯迪拉克
宝马7系 2017款 740Li 领先型,12.7,2017-02,莆田,38.8,128.95,自动,欧VI,3L,2023-11-19,2024-02,2024-02,1,326.0,L6,大型车,95,前置后驱,宝马
宝马3系 2021款 325Li M运动套装,5.1,2020-12,莆田,23.98,37.66,自动,国VI,2L,2023-12-02,2024-12,2023-12,0,184.0,L4,中型车,95,前置后驱,宝马
宝马5系 2020款 525Li 豪华套装,5.9,2020-04,莆田,28.8,46.34,自动,国VI,2L,2023-11-18,2024-04,2024-04,0,184.0,L4,中大型车,95,前置后驱,宝马
君越 2013款 2.4L SIDI领先舒适型,9.0,2013-08,莆田,3.98,25.61,自动,国IV(国V),2.4L,2023-10-15,2024-08,2024-08,0,186.0,L4,中型车,92,前置前驱,别克
标致2008 2020款 230THP 风尚天窗版,2.8,2021-06,莆田,7.2,13.99,自动,国VI,1.2L,2023-12-06,2024-6,2024-6,0,136.0,L3,小型SUV,92,前置前驱,标致
秦新能源 2019款 出行版,10.0,2021-12,莆田,7.3,18.97,自动,纯电动,400km,2023-12-06,2023-12,2023-12,0,136.0,,紧凑型车,,前置前驱,比亚迪
雷克萨斯LS 2006款 460L 尊贵版,27.0,2007-01,莆田,15.8,163.91,自动,欧IV,4.6L,2023-10-26,2023-07,2024-01,1,346.0,V8,大型车,95,前置后驱,雷克萨斯
蒙迪欧 2022款 改款 EcoBoost 245 ST-Line,0.6,2022-04,莆田,17.8,23.53,自动,国VI,2L,2023-12-06,2024-4,2024-4,0,238.0,L4,中型车,92,前置前驱,福特
帕萨特 2011款 2.0TSI DSG至尊版,10.0,2012-06,莆田,5.3,30.91,自动,国IV(国V),2L,2023-11-22,2024-06,2024-06,0,200.0,L4,中型车,95,前置前驱,大众
路虎卫士 2023款 改款 110 3.0T P400 暗黑特别版,0.56,2022-04,莆田,84.3,100.73,自动,国VI,3L,2023-11-16,2024-04,2024-04,0,400.0,L6,中大型SUV,95,前置四驱,路虎
奥迪A3(进口) 2015款 Cabriolet 40 TFSI,7.6,2015-07,莆田,10.8,40.14,自动,欧V,1.8L,2023-12-04,2024-7,2024-7,0,180.0,L4,紧凑型车,95,前置前驱,奥迪
Panamera 2017款 Panamera 行政加长版 3.0T,1.6,2018-08,莆田,85.68,123.53,自动,欧V,3L,2023-10-22,2024-08,2024-08,1,330.0,V6,大型车,95,前置后驱,保时捷
沃尔沃S60 2019款 S60L T3 智进版,5.8,2018-11,莆田,10.29,29.51,自动,国V,1.5L,2023-11-29,2023-11,2023-11,0,152.0,L4,中型车,95,前置前驱,沃尔沃
迈腾 2012款 改款 1.8TSI 尊贵型,9.0,2012-12,莆田,4.6,27.44,自动,国IV(国V),1.8L,2023-12-05,2024-12,2024-12,0,160.0,L4,中型车,95,前置前驱,大众
宝马3系 2017款 320i M运动型,9.7,2016-10,莆田,11.68,34.74,自动,国V,2L,2023-11-16,2024-10,2024-10,1,184.0,L4,中型车,95,前置后驱,宝马
揽胜运动版 2023款 400PS Dynamic SE,0.3,2022-12,莆田,88.8,115.93,自动,国VI,3L,2023-10-07,2024-12,2023-12,0,400.0,L6,中大型SUV,95,前置四驱,路虎
宝马5系 2018款 改款 530Li 尊享型 M运动套装,7.1,2018-10,莆田,27.8,56.43,自动,国V,2L,2023-11-23,2024-10,2023-10,0,252.0,L4,中大型车,95,前置后驱,宝马
林肯MKZ 2017款 2.0T 尊享版,10.9,2017-07,莆田,11.8,33.09,自动,国V,2L,2023-11-20,2023-7,2023-7,0,203.0,L4,中型车,92,前置前驱,林肯
蒙迪欧 2017款 EcoBoost 180 时尚型,5.0,2017-04,莆田,6.98,20.93,自动,国V,1.5L,2023-12-06,2024-4,2024-4,0,181.0,L4,中型车,92,前置前驱,福特
途锐 2017款 3.0TSI 行政版,11.0,2017-09,莆田,24.8,93.88,自动,国V,3L,2023-11-23,2024-09,2024-09,1,320.0,V6,中大型SUV,95,前置四驱,大众
蒙迪欧 2020款 EcoBoost 180 时尚型,4.0,2021-12,莆田,11.58,20.93,自动,国VI,1.5L,2023-11-10,2023-12,2023-12,0,182.0,L4,中型车,92,前置前驱,福特
smart fortwo 2012款 1.0 MHD 硬顶激情版,3.0,2015-05,莆田,4.3,14.98,自动,欧IV,1L,2023-11-26,2024-05,2024-05,0,70.0,L3,微型车,95,后置后驱,smart
皓影 2020款 240TURBO CVT两驱精英版,3.5,2020-11,莆田,13.8,19.52,自动,国VI,1.5L,2023-12-06,2024-11,2024-11,0,193.0,L4,紧凑型SUV,92,前置前驱,本田
锐界 2016款 EcoBoost 245 两驱精锐型 5座,4.0,2018-02,莆田,9.8,27.12,自动,国V,2L,2023-10-16,2024-02,2024-02,0,245.0,L4,中型SUV,92,前置前驱,福特
宝来 2019款 改款 280TSI DSG精英型 国VI,7.6,2019-09,莆田,7.88,16.17,自动,国VI,1.4L,2023-11-16,2025-09,2024-09,0,150.0,L4,紧凑型车,95,前置前驱,大众
途胜 2018款 1.6T 双离合两驱15周年特别版,9.2,2019-04,莆田,7.98,19.53,自动,国IV(国V),1.6L,2023-12-05,2025-04,2024-04,3,177.0,L4,紧凑型SUV,92,前置前驱,现代
帕萨特 2017款 280TSI DSG尊荣版,6.5,2018-05,莆田,9.18,23.00,自动,国V,1.4L,2023-11-29,2024-05,2024-05,1,150.0,L4,中型车,95,前置前驱,大众
思域 2009款 1.8L 自动经典版,9.0,2010-01,莆田,2.6,14.96,自动,国IV,1.8L,2023-11-03,2024-01,2024-01,0,140.0,L4,紧凑型车,92,前置前驱,本田
凯迪拉克CT5 2020款 28T 豪华型,4.5,2020-12,莆田,17.58,32.53,自动,国VI,2L,2023-11-13,2024-12,2023-12,0,241.0,L4,中型车,95,前置后驱,凯迪拉克
凯美瑞 2015款 2.0E 精英版,7.8,2016-02,莆田,8.0,20.06,自动,国IV(国V),2L,2023-11-22,2024-02,2024-02,2,167.0,L4,中型车,92,前置前驱,丰田
朗动 2015款 1.6L 自动时尚型,8.0,2015-05,莆田,3.3,12.57,自动,国IV(国V),1.6L,2023-11-05,2024-05,2024-05,0,128.0,L4,紧凑型车,92,前置前驱,现代
众泰T600 2015款 1.5T 手动精英型,10.0,2015-12,莆田,1.38,8.66,手动,国IV(国V),1.5L,2023-11-05,2023-12,2023-12,0,162.0,L4,中型SUV,92,前置前驱,众泰
科鲁兹 2013款 1.6L SL天地版 AT,10.0,2013-03,莆田,1.8,13.88,自动,国IV(国V),1.6L,2023-11-26,2024-03,2024-03,1,121.0,L4,紧凑型车,92,前置前驱,雪佛兰
凯迪拉克CT5 2021款 28T 豪华型,4.0,2021-01,莆田,18.98,32.53,自动,国VI,2L,2023-12-01,2025-01,2024-01,0,237.0,L4,中型车,95,前置后驱,凯迪拉克
发现运动版 2021款 200PS 家庭版,8.0,2021-04,莆田,20.8,38.73,自动,国VI,2L,2023-11-07,2025-04,2024-04,0,200.0,L4,中型SUV,95,前置四驱,路虎
吉利几何A 2019款 高维标准续航平方版,9.0,2020-12,莆田,7.6,16.28,自动,纯电动,410km,2023-11-15,2024-12,2023-12,0,163.0,,紧凑型车,,前置前驱,吉利几何
飞凡ER6 2020款 620km 智行版,6.0,2021-12,莆田,8.5,17.67,自动,纯电动,620km,2023-11-26,2023-12,2023-12,0,184.0,,紧凑型车,,前置前驱,飞凡汽车
皇冠 2010款 2.5L Royal 真皮天窗导航版,13.0,2010-09,莆田,9.6,40.41,自动,国IV(国V),2.5L,2023-11-07,2024-09,2024-09,0,193.0,V6,中大型车,92,前置后驱,丰田
比亚迪e2 2019款 400出行版,3.0,2020-10,莆田,5.3,15.72,自动,纯电动,405km,2023-10-18,2024-10,2023-10,0,136.0,,紧凑型车,,前置前驱,比亚迪
力帆650EV 2018款 豪华型,10.0,2018-12,莆田,2.6,19.08,自动,纯电动,305km,2023-05-31,2024-12,2023-12,0,136.0,,紧凑型车,,前置前驱,力帆汽车
哪吒U 2021款 Pro 400 巡航版,13.0,2022-10,莆田,7.9,11.92,自动,纯电动,400km,2023-12-03,2024-10,2024-10,0,163.0,,紧凑型SUV,,前置前驱,哪吒汽车
宝马5系 2018款 528Li 上市特别版,9.6,2018-02,莆田,24.5,48.84,自动,国V,2L,2023-11-02,2024-02,2024-02,1,224.0,L4,中大型车,95,前置后驱,宝马
北京EU5 2020款 经典款 R500 智尚版,15.0,2020-03,莆田,6.3,14.75,自动,纯电动,416km,2023-11-30,2024-03,2024-03,0,218.0,,紧凑型车,,前置前驱,北京汽车
启辰D60EV 2020款 标准续航舒适版,11.0,2022-06,莆田,6.6,16.28,自动,纯电动,405km,2023-11-26,2024-06,2024-06,0,163.0,,紧凑型车,,前置前驱,启辰
Passat领驭 2011款 1.8T 自动尊品型,12.0,2011-01,莆田,2.6,23.42,自动,国IV+OBD,1.8L,2023-08-02,2024-01,2024-01,0,163.0,L4,中型车,92,前置前驱,大众
逸动新能源 2019款 EV460 智享版,11.0,2021-03,莆田,7.2,14.10,自动,纯电动,405km,2023-10-01,2025-03,2024-03,0,136.0,,紧凑型车,,前置前驱,长安
东风风神E70 2022款 500 超享版,11.0,2021-11,莆田,6.6,15.83,自动,纯电动,412km,2023-11-26,2023-11,2023-11,0,150.0,,紧凑型车,,前置前驱,东风风神
长安CS75 PLUS 2020款 1.5T 自动尊贵型,3.6,2020-10,莆田,7.8,14.32,自动,国VI,1.5L,2023-12-06,2024-10,2024-10,1,178.0,L4,紧凑型SUV,92,前置前驱,长安
捷豹XJ 2016款 XJL 2.0T 两驱典雅商务版,6.3,2017-02,莆田,21.98,86.62,自动,欧V,2L,2023-12-06,2024-02,2024-02,0,240.0,L4,大型车,95,前置后驱,捷豹
东风小康C31 2020款 1.6L豪华型SFG16,2.4,2020-09,莆田,2.88,5.31,手动,国VI,1.6L,2023-10-05,2024-09,2024-09,0,122.0,L4,微卡,92,中置后驱,东风小康
君越 2010款 2.4L豪华版,11.0,2010-06,莆田,2.6,29.62,自动,国IV,2.4L,2023-05-21,2024-06,2024-06,0,170.0,L4,中型车,92,前置前驱,别克
帝豪GL新能源 2019款 1.5T DCT智领型,4.8,2020-07,莆田,5.5,17.89,自动,插电混动,66km,2023-09-05,2024-07,2024-07,0,177.0,L3,紧凑型车,,前置前驱,吉利汽车
威马E.5 2021款 500 即客行,7.0,2021-12,莆田,6.98,17.38,自动,纯电动,505km,2023-11-25,2023-12,2023-12,0,163.0,,中型车,,前置前驱,威马汽车
途观L 2017款 330TSI 自动两驱豪华版,10.6,2017-07,莆田,11.29,28.20,自动,国V,1.8L,2023-11-29,2024-7,2024-7,0,180.0,L4,中型SUV,95,前置前驱,大众
宝马X5(进口) 2014款 xDrive50i M运动型,6.8,2017-03,莆田,36.0,187.57,自动,欧VI,4L,2023-12-05,2024-3,2024-3,0,408.0,V8,中大型SUV,95,前置四驱,宝马
传祺GS4 2015款 200T G-DCT豪华版,10.0,2016-01,莆田,3.5,14.85,自动,国V,1.3L,2023-11-01,2024-01,2024-01,0,137.0,L4,紧凑型SUV,92,前置前驱,广汽传祺
众泰SR9 2017款 2.0T 自动极致之心版,7.0,2017-07,莆田,3.99,16.48,自动,国V,2L,2023-07-03,2023-07,2023-07,2,190.0,L4,中型SUV,92,前置前驱,众泰
宝马X6 2012款 xDrive35i,16.0,2011-10,莆田,10.6,115.39,自动,欧IV,3L,2023-09-29,2023-10,2023-10,0,306.0,L6,中大型SUV,95,前置四驱,宝马
轩逸 2016款 1.6XL  CVT尊享版,5.0,2017-11,莆田,5.88,14.96,自动,国V,1.6L,2023-12-06,2023-11,2023-11,0,126.0,L4,紧凑型车,92,前置前驱,日产
YARiS L 致享 2019款 1.5E CVT魅动版 国VI,4.0,2019-09,莆田,4.3,9.53,自动,国VI,1.5L,2023-10-14,2023-09,2023-09,0,110.0,L4,小型车,92,前置前驱,丰田
昂科威 2018款 20T 两驱精英型,4.0,2018-03,莆田,9.3,24.96,自动,国V,1.5L,2023-11-27,2024-03,2024-03,0,169.0,L4,中型SUV,92,前置前驱,别克
本田CR-V 2021款 240TURBO CVT两驱舒适版,1.3,2022-06,莆田,15.0,19.52,自动,国VI,1.5L,2023-12-05,2024-6,2024-6,0,193.0,L4,紧凑型SUV,92,前置前驱,本田
冠道 2020款 370TURBO 四驱尊享版,0.4,2023-08,莆田,24.98,31.78,自动,国VI,2L,2023-12-06,2025-08,2024-08,0,272.0,L4,中型SUV,92,前置四驱,本田
起亚K3 2016款 1.6L 自动GLS,6.0,2018-03,莆田,5.98,12.90,自动,国IV(国V),1.6L,2023-12-06,2024-3,2024-3,0,128.0,L4,紧凑型车,92,前置前驱,起亚
途观 2013款 2.0TSI 自动四驱旗舰版,10.0,2013-07,莆田,6.3,34.28,自动,国IV(国V),2L,2023-11-28,2024-07,2024-07,0,200.0,L4,紧凑型SUV,95,前置四驱,大众
吉利GX7 2015款 经典版 1.8L 手动精英型 国IV,6.6,2015-01,莆田,1.68,9.76,手动,国IV,1.8L,2023-10-16,2024-01,2024-01,0,139.0,L4,紧凑型SUV,92,前置前驱,吉利汽车
华颂7 2015款 2.0T 自动舒适型,3.0,2020-12,莆田,9.6,25.80,自动,国V,2L,2023-10-07,2024-12,2023-12,0,184.0,L4,,92,前置后驱,华颂
凯迪拉克XT5 2018款 25T 豪华型,7.5,2018-01,莆田,15.5,42.32,自动,国V,2L,2023-11-23,2024-01,2024-01,1,250.0,L4,中型SUV,95,前置前驱,凯迪拉克
君威 2014款 2.0L 精英时尚型,11.0,2014-12,莆田,3.9,21.05,自动,国IV(国V),2L,2023-08-02,2023-12,2023-12,0,154.0,L4,中型车,92,前置前驱,别克
MINI 2016款 1.5T COOPER 先锋派 五门版,4.1,2018-08,莆田,12.8,29.50,自动,欧V,1.5L,2023-11-18,2024-08,2023-08,0,136.0,L3,小型车,95,前置前驱,MINI
Panamera 2010款 Panamera S 4.8L,11.8,2010-01,莆田,19.5,206.35,自动,欧IV,4.8L,2023-11-03,2024-01,2024-01,0,400.0,V8,大型车,95,前置后驱,保时捷
宝马5系GT 2011款 535i xDrive豪华型,17.0,2011-08,莆田,10.9,106.59,自动,欧IV,3L,2023-10-15,2024-08,2024-08,0,306.0,L6,中大型车,95,前置四驱,宝马
中华V3 2015款 1.5T 自动旗舰型,9.9,2015-09,莆田,2.58,11.15,自动,国IV(国V),1.5L,2023-11-26,2023-09,2023-09,1,150.0,L4,小型SUV,92,前置前驱,中华
凌渡 2018款 230TSI DSG风尚版,8.0,2018-03,莆田,6.98,17.36,自动,国V,1.4L,2023-11-03,2024-03,2024-03,0,131.0,L4,紧凑型车,95,前置前驱,大众
威朗 2018款 三厢 15S 自动领先型,6.2,2018-12,莆田,6.3,16.81,自动,国V,1.5L,2023-11-23,2024-12,2023-12,0,118.0,L4,紧凑型车,92,前置前驱,别克
帝豪 2018款 1.5L CVT尊贵型,4.0,2018-09,莆田,3.8,10.72,自动,国V,1.5L,2023-12-06,2024-9,2024-9,0,109.0,L4,紧凑型车,92,前置前驱,吉利汽车
思域 2016款 180TURBO CVT舒适版,4.0,2017-05,莆田,6.3,13.88,自动,国V,1L,2023-11-03,2024-05,2024-05,0,125.0,L3,紧凑型车,92,前置前驱,本田
宝马5系 2014款 525Li 风尚设计套装,14.8,2014-07,莆田,13.5,54.23,自动,国IV(国V),2L,2023-09-06,2024-07,2024-07,2,218.0,L4,中大型车,95,前置后驱,宝马
比亚迪S6 2011款 2.0L 手动尊贵型,15.0,2011-11,莆田,1.0,11.71,手动,国IV,2L,2023-11-03,2023-11,2023-11,0,140.0,L4,中型SUV,92,前置前驱,比亚迪
迈锐宝 2017款 1.5T 自动豪华版,6.0,2017-01,莆田,5.5,19.53,自动,国V,1.5L,2023-11-22,2024-01,2024-01,0,170.0,L4,中型车,92,前置前驱,雪佛兰
名图 2019款 1.8L 自动尊贵型DLX 国VI,7.1,2019-11,莆田,7.18,17.35,自动,国VI,1.8L,2023-12-06,2024-11,2024-11,0,143.0,L4,中型车,92,前置前驱,现代
枫叶80v 2021款 易行版 三元锂,13.0,2021-11,莆田,7.8,16.26,自动,纯电动,415km,2023-11-01,2023-11,2023-11,0,136.0,,,,前置前驱,睿蓝汽车
轩逸 2016款 1.6XL CVT豪华版,7.0,2017-11,莆田,4.98,14.65,自动,国V,1.6L,2023-11-06,2023-11,2023-11,0,126.0,L4,紧凑型车,92,前置前驱,日产
迈锐宝XL 2019款 535T CVT锐动版,4.8,2019-12,莆田,7.49,17.90,自动,国VI,1.3L,2023-11-29,2023-12,2023-12,0,165.0,L3,中型车,92,前置前驱,雪佛兰
威马EX5 2018款 EX5 400 Extra创新版,3.0,2020-12,莆田,5.5,24.13,自动,纯电动,400km,2023-11-30,2024-12,2023-12,0,218.0,,紧凑型SUV,,前置前驱,威马汽车
起亚K5 2015款 2.0L 自动GL,7.0,2017-11,莆田,5.88,18.21,自动,国IV(国V),2L,2023-08-29,2023-11,2023-11,0,162.0,L4,中型车,92,前置前驱,起亚
五菱宏光 2010款 1.4L舒适型,10.0,2012-07,莆田,0.98,6.27,手动,国IV,1.4L,2023-10-11,2024-07,2024-07,0,,102马力,微面,92,前置后驱,五菱汽车
威朗 2018款 三厢 15S 自动进取型,4.1,2019-01,莆田,6.3,15.95,自动,国V,1.5L,2023-11-03,2025-01,2024-01,0,118.0,L4,紧凑型车,92,前置前驱,别克
Cayenne 2011款 Cayenne Turbo 4.8T,17.5,2013-03,莆田,28.0,234.14,自动,欧IV,4.8L,2023-11-30,2024-3,2024-3,0,500.0,V8,中大型SUV,95,前置四驱,保时捷
牧马人 2017款 2.8TD Sahara 四门舒享版,7.7,2018-04,莆田,29.8,46.66,自动,国IV(国V),2.8L,2023-12-05,2024-4,2024-4,0,200.0,L4,中型SUV,0,前置四驱,Jeep
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,5.0,2017-01,莆田,5.99,13.76,自动,国V,1L,2023-11-26,2024-01,2024-01,1,71.0,L3,微型车,95,后置后驱,smart
起亚K4 2017款 1.8L 自动GLS Special,8.2,2017-09,莆田,7.9,16.26,自动,国IV(国V),1.8L,2023-11-16,2024-09,2024-09,0,143.0,L4,中型车,92,前置前驱,起亚
威马EX5 2020款 EX5-Z Nex探索版,4.0,2021-03,莆田,7.6,19.52,自动,纯电动,520km,2023-09-26,2025-03,2024-03,0,218.0,,紧凑型SUV,,前置前驱,威马汽车
