车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
奔驰S级 2018款 S 320 L,9.0,2018-05,福州,56.88,95.17,自动,欧V,3L,2023-11-14,2024-05,2024-05,1,272.0,V6,大型车,95,前置后驱,奔驰
奔驰E级 2023款 改款 E 300 L 豪华型,1.43,2023-07,福州,48.4,54.72,自动,国VI,2L,2023-12-08,2024-7,2023-7,1,258.0,L4,中大型车,95,前置后驱,奔驰
奔驰GLA 2015款 GLA 220 4MATIC 时尚型,6.0,2015-07,福州,9.8,34.71,自动,国V,2L,2023-11-10,2024-07,2024-07,1,184.0,L4,紧凑型SUV,95,前置四驱,奔驰
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,6.9,2020-10,福州,29.98,45.89,自动,国VI,2L,2023-11-27,2024-10,2024-10,0,197.0,L4,中型SUV,95,前置四驱,奔驰
奥迪A8 2016款 A8L 45 TFSI quattro舒适型,9.0,2015-12,福州,26.98,100.60,自动,国V,3L,2023-09-11,2023-12,2023-12,0,290.0,V6,大型车,95,前置四驱,奥迪
奔驰E级 2021款 E 260 L,4.0,2021-06,福州,33.98,46.76,自动,国VI,1.5L,2023-10-25,2025-06,2024-06,1,184.0,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2021款 GLC 300 L 4MATIC 豪华型,5.0,2022-02,福州,37.0,54.03,自动,国VI,2L,2023-11-01,2024-02,2024-02,0,258.0,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,4.6,2020-08,福州,31.5,48.82,自动,国VI,2L,2023-11-29,2024-08,2024-08,0,258.0,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2015款 C 200 L,8.0,2015-05,福州,11.98,40.05,自动,欧V,2L,2023-10-18,2024-05,2024-05,1,184.0,L4,中型车,95,前置后驱,奔驰
红旗H9 2020款 3.0T 智联旗领四座版,2.8,2021-05,福州,30.58,58.59,自动,国VI,3L,2023-10-14,2025-05,2024-05,0,283.0,V6,中大型车,95,前置后驱,红旗
奔驰A级 2021款 A 200 L 运动轿车时尚型,4.2,2021-04,福州,17.88,28.74,自动,国VI,1.3L,2023-11-07,2025-04,2024-04,1,163.0,L4,紧凑型车,95,前置前驱,奔驰
沃尔沃XC60 2020款 T5 四驱智逸豪华版,11.0,2020-11,福州,16.0,42.43,自动,国VI,2L,2023-12-05,2024-11,2024-11,0,254.0,L4,中型SUV,95,前置四驱,沃尔沃
奥迪Q7 2021款 45 TFSI quattro S line运动型,5.7,2021-06,福州,43.8,74.77,自动,国VI,2L,2023-11-24,2025-06,2024-06,0,245.0,L4,中大型SUV,95,前置四驱,奥迪
奥迪A4(进口) 2021款 allroad quattro 探索家,2.0,2021-07,福州,27.6,45.46,自动,国VI,2L,2023-11-29,2025-07,2024-07,0,252.0,L4,中型车,95,前置四驱,奥迪
奔驰E级 2021款 E 300 L 运动时尚型,1.5,2021-05,福州,39.8,50.78,自动,国VI,2L,2023-11-16,2025-05,2024-05,1,258.0,L4,中大型车,95,前置后驱,奔驰
马自达3 昂克赛拉 2017款 三厢 2.0L 自动尊贵型 国V,5.8,2018-02,福州,7.3,16.92,自动,国V,2L,2023-09-10,2024-02,2024-02,0,158.0,L4,紧凑型车,92,前置前驱,马自达
奥迪A4L 2022款 40 TFSI 时尚致雅型,4.7,2021-03,福州,20.88,34.93,自动,国VI,2L,2023-07-27,2025-03,2024-03,1,190.0,L4,中型车,95,前置前驱,奥迪
奥迪A5 2021款 Sportback 40 TFSI quattro 豪华动感型,3.7,2021-01,福州,29.3,43.94,自动,国VI,2L,2023-11-09,2025-01,2024-01,0,204.0,L4,中型车,95,前置四驱,奥迪
奥迪Q5 2015款 40 TFSI 技术型,12.0,2015-08,福州,11.5,46.85,自动,国V,2L,2023-11-29,2024-08,2024-08,0,224.0,L4,中型SUV,95,前置四驱,奥迪
奔驰E级 2021款 E 300 L 时尚型,3.0,2021-12,福州,35.5,50.78,自动,国VI,2L,2023-11-07,2023-12,2023-12,0,258.0,L4,中大型车,95,前置后驱,奔驰
揽胜星脉 2021款 P250,3.64,2021-09,福州,,,自动,国VI,2L,2023-11-16,2025-09,2024-09,1,250.0,L4,中型SUV,95,前置四驱,路虎
奥迪A5 2020款 Coupe 40 TFSI 时尚型 国VI,4.8,2020-06,福州,,,自动,国VI,2L,2023-11-14,2024-06,2024-06,3,190.0,L4,中型车,95,前置前驱,奥迪
宝马3系 2021款 330i M运动曜夜套装,3.0,2020-12,福州,27.8,41.24,自动,国VI,2L,2023-10-24,2024-12,2023-12,0,258.0,L4,中型车,95,前置后驱,宝马
奔驰C级 2020款 C 200 L 时尚型运动版,3.13,2020-04,福州,21.0,34.28,自动,国VI,1.5L,2023-12-05,2024-4,2024-4,1,156.0,L4,中型车,95,前置后驱,奔驰
Cayenne 2022款 Cayenne Coupé 3.0T 铂金版,1.9,2023-01,福州,98.8,114.84,自动,国VI,3L,2023-11-30,2025-01,2024-01,1,340.0,V6,中大型SUV,95,前置四驱,保时捷
揽胜 2016款 3.0 SC V6 Vogue,9.67,2019-07,福州,,,自动,欧V,3L,2023-11-13,2025-07,2024-07,2,340.0,V6,中大型SUV,95,前置四驱,路虎
揽胜运动版 2021款 3.0 L6 耀黑版,6.6,2021-01,福州,,,自动,国VI,3L,2023-11-06,2025-01,2024-01,1,360.0,L6,中大型SUV,95,前置四驱,路虎
奔驰E级 2022款 E 300 L 运动豪华型,2.2,2022-03,福州,43.8,54.15,自动,国VI,2L,2023-11-05,2024-03,2024-03,1,258.0,L4,中大型车,95,前置后驱,奔驰
奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,6.0,2020-06,福州,51.8,79.00,自动,国VI,2L,2023-11-05,2024-06,2024-06,2,258.0,L4,中大型SUV,95,前置四驱,奔驰
Panamera 2014款 Panamera 3.0T,10.0,2014-03,福州,32.98,124.29,自动,欧V,3L,2023-11-29,2024-03,2024-03,0,320.0,V6,大型车,95,前置后驱,保时捷
君越 2021款 552T 豪华型,4.7,2021-02,福州,12.9,23.86,自动,国VI,1.5L,2023-09-25,2025-02,2024-02,0,169.0,L4,中型车,92,前置前驱,别克
奥迪A6L 2014款 TFSI 标准型,13.9,2015-05,福州,12.7,44.48,自动,国IV(国V),2L,2023-11-30,2024-05,2024-05,0,180.0,L4,中大型车,95,前置前驱,奥迪
奔驰E级 2021款 E 300 L 豪华型,7.0,2021-03,福州,35.5,54.03,自动,国VI,2L,2023-12-03,2025-03,2024-03,0,258.0,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2016款 E 200 L 运动型,9.0,2017-06,福州,20.5,47.41,自动,欧V,2L,2023-12-03,2024-06,2024-06,0,184.0,L4,中大型车,95,前置后驱,奔驰
红旗HS5 2019款 2.0T 智联旗悦版,4.3,2021-01,福州,9.8,19.95,自动,国VI,2L,2023-12-06,2025-01,2024-01,0,224.0,L4,中型SUV,95,前置前驱,红旗
保时捷718 2022款 Cayman 2.0T,0.9,2021-03,福州,50.8,61.33,自动,国VI,2L,2023-10-16,2025-03,2024-03,1,250.0,H4,跑车,95,中置后驱,保时捷
奥迪Q5L 2020款 45 TFSI 尊享风雅型,4.0,2020-06,福州,26.38,51.56,自动,国VI,2L,2023-12-05,2024-06,2024-06,0,252.0,L4,中型SUV,95,前置四驱,奥迪
马自达3 昂克赛拉 2016款 三厢 1.5L 自动舒适型,7.72,2016-10,福州,4.5,13.67,自动,国IV(国V),1.5L,2023-12-05,2024-10,2024-10,0,117.0,L4,紧凑型车,92,前置前驱,马自达
奔驰A级 2019款 A 200 L 运动轿车,3.0,2019-03,福州,13.5,28.74,自动,国VI,1.3L,2023-10-28,2025-03,2024-03,0,163.0,L4,紧凑型车,95,前置前驱,奔驰
宝马X3 2022款 xDrive30i 尊享型 M曜夜套装,4.0,2022-01,福州,35.88,51.65,自动,国VI,2L,2023-09-28,2024-01,2024-01,1,252.0,L4,中型SUV,95,前置四驱,宝马
帕萨特 2014款 1.8TSI DSG尊荣版,9.0,2015-09,福州,,,自动,国IV(国V),1.8L,2023-12-04,2024-09,2024-09,0,160.0,L4,中型车,95,前置前驱,大众
奥迪A4L 2013款 35 TFSI 自动舒适型,11.0,2014-04,福州,7.68,35.81,自动,国IV+OBD,2L,2023-11-02,2024-04,2024-04,1,180.0,L4,中型车,95,前置前驱,奥迪
奔驰A级 2022款 A 200 L 运动轿车时尚型,1.0,2022-08,福州,15.8,28.74,自动,国VI,1.3L,2023-11-19,2024-08,2024-08,0,163.0,L4,紧凑型车,95,前置前驱,奔驰
宝马3系 2021款 330i M运动曜夜套装,4.8,2021-01,福州,,,自动,国VI,2L,2023-10-20,2025-01,2024-01,0,258.0,L4,中型车,95,前置后驱,宝马
捷豹F-PACE 2020款 300-Sport运动版,1.79,2021-02,福州,28.9,64.78,自动,国VI,2L,2023-11-14,2025-02,2024-02,1,300.0,L4,中型SUV,95,前置四驱,捷豹
总裁 2017款 3.0T 标准型,6.0,2017-09,福州,44.68,164.98,自动,国V,3L,2023-11-29,2024-09,2024-09,0,350.0,V6,大型车,95,前置后驱,玛莎拉蒂
奔驰E级 2015款 改款 E 260 L 运动型,11.0,2016-02,福州,15.88,50.80,自动,欧V,2L,2023-11-17,2024-02,2024-02,1,211.0,L4,中大型车,95,前置后驱,奔驰
马自达3 昂克赛拉 2014款 三厢 2.0L 自动旗舰型,5.8,2015-07,福州,3.76,17.36,自动,国IV(国V),2L,2023-12-05,2024-07,2024-07,0,158.0,L4,紧凑型车,92,前置前驱,马自达
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智酷型,5.0,2020-07,福州,9.38,24.62,自动,纯电动,265km,2023-11-09,2024-07,2024-07,0,136.0,,小型SUV,,前置前驱,奥迪
Panamera 2017款 Panamera 4 行政加长版 3.0T,8.56,2018-03,福州,,,自动,欧V,3L,2023-11-24,2024-03,2024-03,3,330.0,V6,大型车,95,前置四驱,保时捷
Cayenne 2019款 Cayenne 3.0T,6.2,2020-03,福州,71.8,99.10,自动,国VI,3L,2023-11-30,2024-03,2024-03,1,340.0,V6,中大型SUV,95,前置四驱,保时捷
奔驰GLC 2019款 GLC 260 L 4MATIC 动感型,5.0,2019-01,福州,24.8,45.57,自动,国VI,2L,2023-11-23,2025-01,2024-01,1,211.0,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2019款 改款 E 300 L 时尚型,6.0,2019-08,福州,28.3,50.56,自动,国VI,2L,2023-11-08,2023-08,2023-08,1,258.0,L4,中大型车,95,前置后驱,奔驰
英菲尼迪Q50L 2015款 2.0T 悦享版,9.0,2016-04,福州,8.8,33.63,自动,欧V,2L,2023-12-06,2024-04,2024-04,0,211.0,L4,中型车,95,前置后驱,英菲尼迪
Macan 2018款 Macan 2.0T,4.0,2019-06,福州,37.8,59.16,自动,国VI,2L,2023-11-30,2025-06,2024-06,1,252.0,L4,中型SUV,95,前置四驱,保时捷
Panamera 2010款 Panamera 4 3.6L,10.1,2011-04,福州,,,自动,欧IV,3.6L,2023-12-06,2024-04,2024-04,1,300.0,V6,大型车,95,前置四驱,保时捷
奔驰GLC 2022款 改款二 GLC 260 L 4MATIC 豪华型,2.6,2022-06,福州,36.1,46.59,自动,国VI,2L,2023-11-15,2024-06,2024-06,0,197.0,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2022款 改款 GLC 260 L 4MATIC 动感型,1.0,2022-01,福州,31.98,43.40,自动,国VI,2L,2023-08-28,2024-01,2024-01,0,197.0,L4,中型SUV,95,前置四驱,奔驰
MINI 2020款 1.5T ONE PLUS,3.2,2020-03,福州,13.99,21.90,自动,国VI,1.5L,2023-11-06,2024-03,2024-03,1,102.0,L3,小型车,95,前置前驱,MINI
宝马5系 2018款 改款 530Li 尊享型 豪华套装,6.8,2018-11,福州,25.3,56.43,自动,国V,2L,2023-12-06,2024-11,2024-11,0,252.0,L4,中大型车,95,前置后驱,宝马
Macan 2018款 Macan 2.0T,4.0,2019-09,福州,36.0,59.16,自动,国VI,2L,2023-11-15,2025-09,2024-09,1,252.0,L4,中型SUV,95,前置四驱,保时捷
奔驰E级 2019款 改款 E 300 L 豪华型,3.8,2019-07,福州,32.5,53.49,自动,国VI,2L,2023-10-04,2025-7,2024-7,0,258.0,L4,中大型车,95,前置后驱,奔驰
途观L 2020款 330TSI 自动两驱全景舒适版 国VI,2.7,2020-06,福州,12.6,26.14,自动,国VI,2L,2023-12-05,2024-06,2024-06,1,186.0,L4,中型SUV,95,前置前驱,大众
捷豹XJ 2014款 XJL 3.0 SC 四驱尊享商务版,15.8,2014-01,福州,13.0,133.30,自动,欧V,3L,2023-12-05,2024-01,2024-01,1,340.0,V6,大型车,95,前置四驱,捷豹
本田XR-V 2021款 220TURBO CVT豪华版,1.8,2022-07,福州,10.9,17.25,自动,国VI,1.5L,2023-12-06,2024-07,2024-07,0,177.0,L4,小型SUV,92,前置前驱,本田
马自达3 昂克赛拉 2019款 云控版 三厢 1.5L 自动豪华型 国V,6.0,2019-11,福州,6.98,15.19,自动,国V,1.5L,2023-11-20,2023-11,2023-11,1,117.0,L4,紧凑型车,92,前置前驱,马自达
奔驰GLE 2021款 GLE 350 4MATIC 时尚型,2.0,2021-12,福州,62.0,80.19,自动,国VI,2L,2023-12-05,2023-12,2023-12,1,258.0,L4,中大型SUV,95,前置四驱,奔驰
