车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
奔驰C级 2018款 C 200 L 运动版,5.9,2018-04,漳州,19.88,38.08,自动,欧V,2L,2023-11-09,2024-04,2024-04,2,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2017款 C 200 L 运动版,8.3,2017-02,漳州,17.98,38.40,自动,欧V,2L,2023-11-16,2024-02,2024-02,1,184,L4,中型车,95,前置后驱,奔驰
奔驰E级(进口) 2021款 E 260 轿跑车,1.7,2021-09,漳州,42.8,56.97,自动,国VI,1.5L,2023-08-18,2023-09,2023-09,0,184,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2016款 GLC 260 4MATIC 豪华型,13.4,2016-05,漳州,19.98,48.09,自动,欧V,2L,2023-11-07,2024-05,2024-05,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,8.9,2015-11,漳州,12.79,43.20,自动,欧V,2L,2023-12-07,2023-11,2023-11,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLB 2021款 GLB 200 动感型,3.4,2021-05,漳州,21.98,34.60,自动,国VI,1.3L,2023-11-02,2025-05,2024-05,0,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰C级 2021款 C 260 L 运动版,3.0,2021-06,漳州,25.2,37.64,自动,国VI,1.5L,2023-12-02,2025-06,2024-06,0,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2016款 C 200 L 运动型,10.0,2016-11,漳州,14.98,38.40,自动,欧V,2L,2023-12-03,2024-11,2024-11,1,184,L4,中型车,95,前置后驱,奔驰
奔驰S级 2021款 S 450 L,4.9,2021-03,漳州,106.0,125.78,自动,国VI,3L,2023-11-12,2025-03,2024-03,2,367,L6,大型车,95,前置后驱,奔驰
奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,5.5,2020-06,漳州,54.98,79.00,自动,国VI,2L,2023-10-05,2024-06,2024-06,1,258,L4,中大型SUV,95,前置四驱,奔驰
奔驰GLA 2016款 GLA 200 动感型,8.2,2017-06,漳州,12.58,29.29,自动,国V,1.6L,2023-10-26,2024-06,2024-06,0,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰S级 2020款 S 450 L 4MATIC 臻藏版,4.4,2020-06,漳州,84.8,130.45,自动,国VI,3L,2023-11-07,2024-6,2024-5,1,367,L6,大型车,95,前置四驱,奔驰
奔驰E级 2014款 E 260 L 运动型,13.6,2014-01,漳州,10.9,48.09,自动,欧IV,1.8L,2023-12-04,2024-01,2024-01,0,204,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 动感型,7.0,2020-08,漳州,30.8,42.85,自动,国VI,2L,2023-11-30,2024-08,2024-08,1,197,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2019款 GLC 260 4MATIC 动感型,7.0,2019-02,漳州,27.98,46.65,自动,欧V,2L,2023-11-25,2025-02,2024-02,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2016款 S 320 L 商务型,14.0,2016-06,漳州,42.98,101.82,自动,欧V,3L,2023-11-11,2024-06,2024-06,2,272,V6,大型车,95,前置后驱,奔驰
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,6.0,2020-05,漳州,32.8,48.82,自动,国VI,2L,2023-11-22,2024-05,2023-05,0,258,L4,中型SUV,95,前置四驱,奔驰
奔驰A级 2019款 A 200 L 运动轿车,7.3,2019-05,漳州,15.38,28.74,自动,国VI,1.3L,2023-11-10,2025-05,2024-05,1,163,L4,紧凑型车,95,前置前驱,奔驰
奔驰E级 2019款 E 200 L 运动型,6.9,2019-04,漳州,29.88,46.22,自动,国VI,2L,2023-10-11,2025-04,2024-04,1,184,L4,中大型车,95,前置后驱,奔驰
奔驰C级 2019款 C 260 L 运动版,9.6,2018-12,漳州,20.68,38.08,自动,国VI,1.5L,2023-10-19,2024-12,2023-12,2,184,L4,中型车,95,前置后驱,奔驰
奔驰GLE 2017款 GLE 320 4MATIC 动感型,6.0,2018-06,漳州,42.98,84.45,自动,欧V,3L,2023-10-27,2024-06,2024-06,0,272,V6,中大型SUV,95,前置四驱,奔驰
奔驰GLA AMG 2017款 AMG GLA 45 4MATIC,6.0,2019-05,漳州,25.98,62.74,自动,国V,2L,2023-11-20,2025-05,2024-05,1,381,L4,紧凑型SUV,95,前置四驱,奔驰
奔驰E级(进口) 2018款 E 300 轿跑车,5.2,2018-10,漳州,34.98,65.00,自动,欧V,2L,2023-10-21,2024-10,2023-10,0,245,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2019款 E 300 L 豪华型,8.9,2019-01,漳州,32.8,53.49,自动,国VI,2L,2023-11-20,2025-01,2024-01,0,245,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2021款 E 300 L 运动时尚型,6.9,2021-03,漳州,36.6,50.78,自动,国VI,2L,2023-11-24,2025-03,2024-03,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰C级(进口) 2020款 C 200 轿跑车,4.87,2020-07,漳州,26.8,37.64,自动,国VI,1.5L,2023-08-09,2024-07,2023-07,1,156,L4,中型车,95,前置后驱,奔驰
奔驰R级 2009款 R 300 L 商务型,21.0,2010-05,漳州,6.88,75.77,自动,欧IV,3L,2023-10-28,2024-05,2024-05,1,231,V6,,95,前置后驱,奔驰
奔驰C级 2022款 C 200 L 运动版,1.03,2021-11,漳州,26.98,35.30,自动,国VI,1.5L,2023-11-19,2023-11,2023-11,0,170,L4,中型车,95,前置后驱,奔驰
奔驰E级 2018款 E 200 L,7.5,2018-05,漳州,27.8,47.41,自动,欧V,2L,2023-12-08,2024-05,2024-05,1,184,L4,中大型车,95,前置后驱,奔驰
奔驰C级 2021款 C 260 L 运动星耀臻藏版,3.7,2020-12,漳州,26.68,38.73,自动,国VI,1.5L,2023-10-06,2024-12,2023-12,0,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2020款 改款 C 260 L 运动版,2.0,2020-05,漳州,25.68,37.64,自动,国VI,1.5L,2023-11-09,2024-05,2024-05,1,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,5.0,2019-10,漳州,32.8,48.61,自动,国VI,2L,2023-05-15,2023-10,2023-10,0,258,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2016款 S 320 L 商务型,11.0,2016-06,漳州,41.8,101.82,自动,欧V,3L,2023-11-11,2024-06,2024-06,2,272,V6,大型车,95,前置后驱,奔驰
奔驰GLC 2016款 GLC 260 4MATIC 豪华型,11.0,2016-11,漳州,18.8,48.09,自动,欧V,2L,2023-08-18,2023-11,2023-11,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2018款 E 300 L 运动时尚型,10.0,2018-05,漳州,27.8,51.54,自动,欧V,2L,2023-08-16,2024-05,2024-05,0,245,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,4.6,2020-06,漳州,33.88,45.89,自动,国VI,2L,2023-10-02,2024-06,2024-06,1,197,L4,中型SUV,95,前置四驱,奔驰
奔驰GLA 2016款 GLA 200 时尚型,9.0,2016-01,漳州,11.8,31.46,自动,国V,1.6L,2023-11-30,2024-01,2024-01,0,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰C级 2018款 C 200 L 运动版,7.7,2018-01,漳州,19.8,38.08,自动,欧V,2L,2023-10-31,2024-01,2024-01,1,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2018款 C 200 L 运动版,10.0,2017-12,漳州,14.8,38.08,自动,欧V,2L,2023-12-05,2023-12,2023-12,0,184,L4,中型车,95,前置后驱,奔驰
奔驰E级 2016款 E 300 L 运动时尚型,9.9,2016-12,漳州,25.5,51.54,自动,欧V,2L,2023-12-03,2023-12,2023-12,2,245,L4,中大型车,95,前置后驱,奔驰
奔驰C级AMG 2012款 AMG C 63 动感型,8.69,2012-07,漳州,19.98,108.33,自动,欧IV,6.2L,2023-08-01,2023-07,2023-07,0,457,V8,中型车,98,前置后驱,奔驰
奔驰GLC 2017款 GLC 300 4MATIC 动感型,7.0,2017-12,漳州,18.8,52.97,自动,欧V,2L,2023-08-23,2023-12,2023-12,2,245,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2016款 GLC 260 4MATIC 豪华型,10.0,2016-08,漳州,16.88,48.09,自动,欧V,2L,2023-12-02,2024-08,2024-08,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2017款 GLC 260 4MATIC 豪华型,9.0,2017-10,漳州,22.8,48.30,自动,欧V,2L,2023-10-08,2023-10,2023-10,2,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2016款 GLC 260 4MATIC 动感型,10.0,2016-06,漳州,19.5,46.46,自动,欧V,2L,2023-12-03,2024-06,2024-06,2,211,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2021款 E 300 L 豪华型,6.9,2021-04,漳州,37.8,54.03,自动,国VI,2L,2023-12-06,2024-4,2024-4,0,258,L4,中大型车,95,前置后驱,奔驰
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,3.0,2021-08,漳州,33.8,46.65,自动,国VI,2L,2023-12-05,2024-8,2024-8,0,197,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2015款 改款 E 260 L 运动型,9.0,2015-12,漳州,14.8,50.80,自动,欧V,2L,2023-12-06,2023-12,2023-12,0,211,L4,中大型车,95,前置后驱,奔驰
奔驰A级 2020款 改款 A 200 L 运动轿车动感型,4.0,2020-08,漳州,15.6,27.12,自动,国VI,1.3L,2023-10-15,2024-08,2024-08,0,163,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLE 2017款 GLE 320 4MATIC 豪华型,10.5,2017-12,漳州,33.8,89.23,自动,欧V,3L,2023-12-08,2023-12,2023-12,2,272,V6,中大型SUV,95,前置四驱,奔驰
斯巴鲁BRZ 2022款 2.4L 自动版EyeSight,0.3,2022-07,漳州,30.88,35.91,自动,国VI,2.4L,2023-10-31,2024-07,2024-07,0,234,H4,跑车,95,前置后驱,斯巴鲁
奔驰GLA 2016款 GLA 200 动感型,9.0,2017-02,漳州,10.98,29.29,自动,国V,1.6L,2023-10-27,2024-02,2024-02,0,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰E级 2017款 E 200 L 运动型 4MATIC,7.0,2017-01,漳州,26.98,49.91,自动,欧V,2L,2023-11-15,2024-01,2024-01,1,184,L4,中大型车,95,前置四驱,奔驰
奔驰C级 2018款 C 200 L 运动版,6.0,2018-04,漳州,19.8,38.08,自动,欧V,2L,2023-09-19,2024-04,2024-04,0,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2019款 改款 C 260 L 运动版,4.6,2019-09,漳州,23.98,37.64,自动,国VI,1.5L,2023-08-25,2023-09,2023-09,0,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC轿跑 2019款 GLC 260 4MATIC 轿跑SUV,4.9,2019-04,漳州,29.8,52.84,自动,欧V,2L,2023-12-02,2025-04,2024-04,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2022款 改款 C 200 L 运动版,0.01,2023-08,漳州,29.98,35.30,自动,国VI,1.5L,2023-10-15,2025-08,2024-08,1,170,L4,中型车,95,前置后驱,奔驰
奔驰C级 2019款 C 260 L 运动版,4.5,2019-04,漳州,21.8,38.08,自动,国VI,1.5L,2023-09-26,2025-04,2024-04,1,184,L4,中型车,95,前置后驱,奔驰
奔驰A级 2020款 A 200 L 运动轿车,4.4,2020-05,漳州,17.48,28.74,自动,国VI,1.3L,2023-09-25,2024-05,2024-05,0,163,L4,紧凑型车,95,前置前驱,奔驰
奔驰GLC 2019款 GLC 260 4MATIC 豪华型,4.3,2019-07,漳州,28.0,48.30,自动,欧V,2L,2023-12-02,2025-07,2024-07,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2019款 C 260 L 运动版,7.3,2019-05,漳州,21.98,38.08,自动,国VI,1.5L,2023-10-27,2025-05,2024-05,1,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2018款 改款 GLC 300 4MATIC 动感型,9.0,2018-06,漳州,23.8,53.17,自动,欧V,2L,2023-08-02,2024-06,2024-06,0,245,L4,中型SUV,95,前置四驱,奔驰
奔驰B级 2012款 B 180,8.0,2013-05,漳州,6.58,30.18,自动,欧IV,1.6L,2023-08-23,2024-05,2024-05,0,122,L4,紧凑型车,95,前置前驱,奔驰
奔驰C级 2023款 C 260 L 运动版,0.9,2023-05,漳州,29.88,38.37,自动,国VI,1.5L,2023-12-07,2025-05,2024-05,0,204,L4,中型车,95,前置后驱,奔驰
奔驰GLA 2016款 GLA 200 动感型,11.5,2016-05,漳州,9.6,29.29,自动,国V,1.6L,2023-10-15,2024-05,2024-05,3,156,L4,紧凑型SUV,95,前置前驱,奔驰
斯巴鲁BRZ 2022款 2.4L 自动版EyeSight,1.3,2022-05,漳州,29.8,35.91,自动,国VI,2.4L,2023-10-26,2024-05,2024-05,0,234,H4,跑车,95,前置后驱,斯巴鲁
奔驰C级 2020款 C 260 L 运动版,4.8,2019-11,漳州,22.58,37.64,自动,国VI,1.5L,2023-11-17,2023-11,2023-11,0,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2011款 C 180K 经典型,13.1,2011-06,漳州,5.68,33.43,自动,欧IV,1.6L,2023-09-15,2024-06,2024-06,8,156,L4,中型车,95,前置后驱,奔驰
奔驰E级 2014款 改款 E 260 L 运动型,13.2,2014-03,漳州,12.88,48.30,自动,欧IV,1.8L,2023-10-29,2024-03,2024-03,0,204,L4,中大型车,95,前置后驱,奔驰
奔驰E级 2015款 改款 E 260 L 运动型,8.0,2016-01,漳州,16.98,50.80,自动,欧V,2L,2023-09-03,2024-01,2024-01,2,211,L4,中大型车,95,前置后驱,奔驰
奥迪Q7 2018款 45 TFSI S line运动型,9.1,2018-07,漳州,35.98,91.72,自动,国V,3L,2023-08-17,2024-07,2023-07,1,333,V6,中大型SUV,95,前置四驱,奥迪
奔驰C级 2016款 C 200 L 运动型,8.8,2016-12,漳州,17.5,38.40,自动,欧V,2L,2023-11-01,2023-12,2023-12,2,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,6.4,2018-06,漳州,23.8,48.30,自动,欧V,2L,2023-12-04,2024-06,2024-06,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2008款 C 200K 标准型,16.0,2009-08,漳州,3.98,37.77,自动,欧IV,1.8L,2023-09-10,2024-08,2024-08,1,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2016款 GLC 260 4MATIC 豪华型,13.0,2016-12,漳州,19.8,48.09,自动,欧V,2L,2023-08-21,2023-12,2023-12,1,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2017款 GLC 260 4MATIC 豪华型,11.7,2017-05,漳州,22.8,48.30,自动,欧V,2L,2023-11-18,2024-05,2024-05,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰S级 2018款 S 320 L,7.0,2017-09,漳州,53.8,95.17,自动,欧V,3L,2023-11-28,2024-9,2024-9,0,272,V6,大型车,95,前置后驱,奔驰
奔驰C级AMG 2012款 AMG C 63 动感型,10.5,2014-08,漳州,22.8,108.33,自动,欧IV,6.2L,2023-12-07,2024-08,2024-08,7,457,V8,中型车,98,前置后驱,奔驰
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,6.0,2020-04,漳州,33.5,48.82,自动,国VI,2L,2023-11-27,2024-4,2024-4,0,258,L4,中型SUV,95,前置四驱,奔驰
沃尔沃XC60 2020款 T5 四驱智逸豪华版,7.6,2020-04,漳州,21.38,42.43,自动,国VI,2L,2023-10-19,2024-04,2024-04,0,254,L4,中型SUV,95,前置四驱,沃尔沃
奔驰C级 2019款 改款 C 260 L 运动版,4.2,2019-04,漳州,21.8,37.64,自动,国VI,1.5L,2023-12-06,2025-04,2024-04,3,184,L4,中型车,95,前置后驱,奔驰
奥迪A3 2020款 Sportback 35 TFSI 时尚型 国VI,2.2,2020-09,漳州,11.98,23.20,自动,国VI,1.4L,2023-10-21,2024-09,2023-09,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪Q5L 2022款 45T 豪华致雅型,5.1,2022-03,漳州,31.58,48.87,自动,国VI,2L,2023-12-08,2024-03,2024-03,0,252,L4,中型SUV,95,前置四驱,奥迪
奔驰GLA 2015款 GLA 200 动感型,12.0,2015-10,漳州,9.88,29.29,自动,国V,1.6L,2023-08-29,2023-10,2023-10,0,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰C级(进口) 2013款 C 180 轿跑版,11.0,2015-11,漳州,9.58,39.95,自动,欧IV,1.8L,2023-11-20,2023-11,2023-11,1,156,L4,中型车,95,前置后驱,奔驰
宝马7系 2021款 730Li M运动套装,3.9,2021-09,漳州,57.98,89.88,自动,国VI,2L,2023-11-24,2025-09,2024-09,0,265,L4,大型车,95,前置后驱,宝马
红旗H9 2022款 3.0T 智联旗畅版,2.9,2021-07,漳州,30.88,49.91,自动,国VI,3L,2023-11-08,2025-07,2024-07,2,283,V6,中大型车,95,前置后驱,红旗
宝马5系 2022款 525Li M运动套装,3.8,2022-12,漳州,35.88,46.01,自动,国VI,2L,2023-11-14,2024-12,2023-12,0,184,L4,中大型车,95,前置后驱,宝马
奔驰GLC 2017款 GLC 260 4MATIC 动感型,8.0,2016-09,漳州,19.48,46.57,自动,欧V,2L,2023-11-15,2024-9,2024-9,0,211,L4,中型SUV,95,前置四驱,奔驰
宝马5系 2021款 530Li 领先型 豪华套装,3.3,2021-04,漳州,36.9,50.68,自动,国VI,2L,2023-12-06,2025-04,2024-04,0,252,L4,中大型车,95,前置后驱,宝马
宝马7系 2021款 730Li 豪华套装,4.7,2021-05,漳州,56.8,89.88,自动,国VI,2L,2023-12-08,2025-05,2024-05,1,265,L4,大型车,95,前置后驱,宝马
奥迪A6L 2022款 45 TFSI quattro 臻选动感型,4.4,2022-01,漳州,36.8,50.89,自动,国VI,2L,2023-12-03,2024-01,2024-01,0,224,L4,中大型车,95,前置四驱,奥迪
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 进取型,7.4,2018-05,漳州,9.28,21.33,自动,国V,1.4L,2023-11-11,2024-05,2024-05,1,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪A3 2016款 Limousine 35 TFSI 领英型,8.6,2016-08,漳州,8.9,23.36,自动,国IV(国V),1.4L,2023-12-06,2024-08,2024-08,0,150,L4,紧凑型车,95,前置前驱,奥迪
奔驰GLC 2018款 改款 GLC 260 4MATIC 动感型,4.7,2018-07,漳州,25.98,46.65,自动,欧V,2L,2023-11-12,2024-7,2024-7,0,211,L4,中型SUV,95,前置四驱,奔驰
红旗H5 2020款 1.5T DCT旗悦版,2.8,2021-02,漳州,9.38,15.83,自动,国VI,1.5L,2023-10-19,2025-02,2024-02,0,169,L4,中型车,95,前置前驱,红旗
奔驰GLC 2017款 GLC 260 4MATIC 动感型,11.0,2017-07,漳州,23.8,46.57,自动,欧V,2L,2023-12-05,2024-7,2024-7,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰GLC 2019款 GLC 260 L 4MATIC 豪华型,4.8,2019-06,漳州,27.78,47.20,自动,欧V,2L,2023-11-27,2024-6,2024-6,0,211,L4,中型SUV,95,前置四驱,奔驰
雷克萨斯ES 2021款 260 卓越版,3.8,2021-06,漳州,27.88,38.09,自动,国VI,2.5L,2023-12-08,2025-06,2024-06,0,207,L4,中大型车,92,前置前驱,雷克萨斯
斯巴鲁BRZ 2022款 2.4L 自动版EyeSight,0.3,2022-07,漳州,29.6,35.91,自动,国VI,2.4L,2023-11-28,2024-07,2024-07,0,234,H4,跑车,95,前置后驱,斯巴鲁
奥迪A3 2023款 Sportback 35 TFSI 时尚运动型,0.8,2022-12,漳州,15.88,24.24,自动,国VI,1.4L,2023-11-24,2024-12,2023-12,0,150,L4,紧凑型车,95,前置前驱,奥迪
沃尔沃XC60 2019款 T5 四驱智远版 国VI,7.0,2019-08,漳州,20.98,45.80,自动,国VI,2L,2023-12-02,2025-08,2024-08,1,254,L4,中型SUV,95,前置四驱,沃尔沃
宝马7系 2019款 730Li M运动套装,2.8,2020-11,漳州,57.98,89.88,自动,国VI,2L,2023-09-06,2024-11,2023-11,0,265,L4,大型车,95,前置后驱,宝马
沃尔沃XC60 2019款 T5 四驱智逸版 国VI,6.5,2019-06,漳州,19.58,42.54,自动,国VI,2L,2023-11-02,2025-06,2024-06,1,254,L4,中型SUV,95,前置四驱,沃尔沃
奥迪A6L 2019款 45 TFSI quattro 臻选动感型,8.0,2019-08,漳州,28.8,50.34,自动,国VI,2L,2023-10-17,2025-08,2024-08,1,224,L4,中大型车,95,前置四驱,奥迪
